level,name_es,sex,age_band,year,persons
province,San Juan,male,10-14,2021,10915
province,San Juan,male,10-14,2022,10935
province,San Juan,male,10-14,2023,10955
province,San Juan,male,10-14,2024,10973
province,San Juan,male,10-14,2025,10991
province,San Juan,male,10-14,2026,10789
province,San Juan,male,10-14,2027,10586
province,San Juan,male,10-14,2028,10382
province,San Juan,male,10-14,2029,10177
province,San Juan,male,10-14,2030,9972
province,San Juan,male,15-19,2013,13146
province,San Juan,male,15-19,2014,12958
province,San Juan,male,15-19,2015,12769
province,San Juan,male,15-19,2016,12382
province,San Juan,male,15-19,2017,11993
province,San Juan,male,15-19,2018,11603
province,San Juan,male,15-19,2019,11212
province,San Juan,male,15-19,2020,10819
province,San Juan,male,15-19,2021,10558
province,San Juan,male,15-19,2022,10296
province,San Juan,male,15-19,2023,10034
province,San Juan,male,15-19,2024,9771
province,San Juan,male,15-19,2025,9507
province,San Juan,male,15-19,2026,9546
province,San Juan,male,15-19,2027,9585
province,San Juan,male,15-19,2028,9624
province,San Juan,male,15-19,2029,9661
province,San Juan,male,15-19,2030,9698
province,San Juan,male,20-24,2013,10735
province,San Juan,male,20-24,2014,10955
province,San Juan,male,20-24,2015,11173
province,San Juan,male,20-24,2016,11017
province,San Juan,male,20-24,2017,10860
province,San Juan,male,20-24,2018,10702
province,San Juan,male,20-24,2019,10543
province,San Juan,male,20-24,2020,10382
province,San Juan,male,20-24,2021,10029
province,San Juan,male,20-24,2022,9675
province,San Juan,male,20-24,2023,9320
province,San Juan,male,20-24,2024,8963
province,San Juan,male,20-24,2025,8606
province,San Juan,male,20-24,2026,8382
province,San Juan,male,20-24,2027,8157
province,San Juan,male,20-24,2028,7931
province,San Juan,male,20-24,2029,7705
province,San Juan,male,20-24,2030,7478
province,San Juan,male,25-29,2013,8354
province,San Juan,male,25-29,2014,8455
province,San Juan,male,25-29,2015,8556
province,San Juan,male,25-29,2016,8795
province,San Juan,male,25-29,2017,9034
province,San Juan,male,25-29,2018,9273
province,San Juan,male,25-29,2019,9511
province,San Juan,male,25-29,2020,9749
province,San Juan,male,25-29,2021,9604
province,San Juan,male,25-29,2022,9458
province,San Juan,male,25-29,2023,9311
province,San Juan,male,25-29,2024,9163
province,San Juan,male,25-29,2025,9014
province,San Juan,male,25-29,2026,8682
province,San Juan,male,25-29,2027,8350
province,San Juan,male,25-29,2028,8017
province,San Juan,male,25-29,2029,7682
province,San Juan,male,25-29,2030,7347
province,San Juan,male,30-34,2013,7077
province,San Juan,male,30-34,2014,7062
province,San Juan,male,30-34,2015,7034
province,San Juan,male,30-34,2016,7154
province,San Juan,male,30-34,2017,7274
province,San Juan,male,30-34,2018,7395
province,San Juan,male,30-34,2019,7514
province,San Juan,male,30-34,2020,7633
province,San Juan,male,30-34,2021,7879
province,San Juan,male,30-34,2022,8125
province,San Juan,male,30-34,2023,8371
province,San Juan,male,30-34,2024,8615
province,San Juan,male,30-34,2025,8860
province,San Juan,male,30-34,2026,8720
province,San Juan,male,30-34,2027,8580
province,San Juan,male,30-34,2028,8439
province,San Juan,male,30-34,2029,8297
province,San Juan,male,30-34,2030,8154
province,San Juan,male,35-39,2013,6516
province,San Juan,male,35-39,2014,6446
province,San Juan,male,35-39,2015,6368
province,San Juan,male,35-39,2016,6384
province,San Juan,male,35-39,2017,6397
province,San Juan,male,35-39,2018,6428
province,San Juan,male,35-39,2019,6427
province,San Juan,male,35-39,2020,6414
province,San Juan,male,35-39,2021,6541
province,San Juan,male,35-39,2022,6667
province,San Juan,male,35-39,2023,6794
province,San Juan,male,35-39,2024,6920
province,San Juan,male,35-39,2025,7046
province,San Juan,male,35-39,2026,7294
province,San Juan,male,35-39,2027,7541
province,San Juan,male,35-39,2028,7789
province,San Juan,male,35-39,2029,8035
province,San Juan,male,35-39,2030,8282
province,San Juan,male,40-44,2013,6260
province,San Juan,male,40-44,2014,6231
province,San Juan,male,40-44,2015,6197
province,San Juan,male,40-44,2016,6151
province,San Juan,male,40-44,2017,6101
province,San Juan,male,40-44,2018,6053
province,San Juan,male,40-44,2019,5992
province,San Juan,male,40-44,2020,5924
province,San Juan,male,40-44,2021,5946
province,San Juan,male,40-44,2022,5965
province,San Juan,male,40-44,2023,6001
province,San Juan,male,40-44,2024,6007
province,San Juan,male,40-44,2025,6002
province,San Juan,male,40-44,2026,6132
province,San Juan,male,40-44,2027,6261
province,San Juan,male,40-44,2028,6391
province,San Juan,male,40-44,2029,6520
province,San Juan,male,40-44,2030,6649
province,San Juan,male,45-49,2013,5931
province,San Juan,male,45-49,2014,5902
province,San Juan,male,45-49,2015,5869
province,San Juan,male,45-49,2016,5860
province,San Juan,male,45-49,2017,5847
province,San Juan,male,45-49,2018,5834
province,San Juan,male,45-49,2019,5813
province,San Juan,male,45-49,2020,5786
province,San Juan,male,45-49,2021,5746
province,San Juan,male,45-49,2022,5701
province,San Juan,male,45-49,2023,5659
province,San Juan,male,45-49,2024,5605
province,San Juan,male,45-49,2025,5544
province,San Juan,male,45-49,2026,5571
province,San Juan,male,45-49,2027,5594
province,San Juan,male,45-49,2028,5633
province,San Juan,male,45-49,2029,5645
province,San Juan,male,45-49,2030,5646
province,San Juan,male,5-9,2013,12267
province,San Juan,male,5-9,2014,11954
province,San Juan,male,5-9,2015,11641
province,San Juan,male,5-9,2016,11650
province,San Juan,male,5-9,2017,11659
province,San Juan,male,5-9,2018,11668
province,San Juan,male,5-9,2019,11675
province,San Juan,male,5-9,2020,11681
province,San Juan,male,5-9,2021,11472
province,San Juan,male,5-9,2022,11262
province,San Juan,male,5-9,2023,11051
province,San Juan,male,5-9,2024,10840
province,San Juan,male,5-9,2025,10627
province,San Juan,male,5-9,2026,10355
province,San Juan,male,5-9,2027,10083
province,San Juan,male,5-9,2028,9810
province,San Juan,male,5-9,2029,9536
province,San Juan,male,5-9,2030,9262
province,San Juan,male,50-54,2013,5607
province,San Juan,male,50-54,2014,5591
province,San Juan,male,50-54,2015,5576
province,San Juan,male,50-54,2016,5562
province,San Juan,male,50-54,2017,5545
province,San Juan,male,50-54,2018,5528
province,San Juan,male,50-54,2019,5506
province,San Juan,male,50-54,2020,5480
province,San Juan,male,50-54,2021,5475
province,San Juan,male,50-54,2022,5467
province,San Juan,male,50-54,2023,5459
province,San Juan,male,50-54,2024,5442
province,San Juan,male,50-54,2025,5421
province,San Juan,male,50-54,2026,5386
province,San Juan,male,50-54,2027,5347
province,San Juan,male,50-54,2028,5310
province,San Juan,male,50-54,2029,5262
province,San Juan,male,50-54,2030,5208
province,San Juan,male,55-59,2013,5106
province,San Juan,male,55-59,2014,5144
province,San Juan,male,55-59,2015,5185
province,San Juan,male,55-59,2016,5174
province,San Juan,male,55-59,2017,5164
province,San Juan,male,55-59,2018,5155
province,San Juan,male,55-59,2019,5147
province,San Juan,male,55-59,2020,5138
province,San Juan,male,55-59,2021,5129
province,San Juan,male,55-59,2022,5118
province,San Juan,male,55-59,2023,5107
province,San Juan,male,55-59,2024,5091
province,San Juan,male,55-59,2025,5072
province,San Juan,male,55-59,2026,5072
province,San Juan,male,55-59,2027,5068
province,San Juan,male,55-59,2028,5065
province,San Juan,male,55-59,2029,5054
province,San Juan,male,55-59,2030,5039
province,San Juan,male,60-64,2013,4288
province,San Juan,male,60-64,2014,4420
province,San Juan,male,60-64,2015,4557
province,San Juan,male,60-64,2016,4586
province,San Juan,male,60-64,2017,4619
province,San Juan,male,60-64,2018,4653
province,San Juan,male,60-64,2019,4693
province,San Juan,male,60-64,2020,4737
province,San Juan,male,60-64,2021,4731
province,San Juan,male,60-64,2022,4726
province,San Juan,male,60-64,2023,4723
province,San Juan,male,60-64,2024,4720
province,San Juan,male,60-64,2025,4717
province,San Juan,male,60-64,2026,4713
province,San Juan,male,60-64,2027,4706
province,San Juan,male,60-64,2028,4700
province,San Juan,male,60-64,2029,4689
province,San Juan,male,60-64,2030,4676
province,San Juan,male,65-69,2013,3452
province,San Juan,male,65-69,2014,3447
province,San Juan,male,65-69,2015,3444
province,San Juan,male,65-69,2016,3555
province,San Juan,male,65-69,2017,3671
province,San Juan,male,65-69,2018,3789
province,San Juan,male,65-69,2019,3915
province,San Juan,male,65-69,2020,4046
province,San Juan,male,65-69,2021,4077
province,San Juan,male,65-69,2022,4112
province,San Juan,male,65-69,2023,4148
province,San Juan,male,65-69,2024,4190
province,San Juan,male,65-69,2025,4236
province,San Juan,male,65-69,2026,4235
province,San Juan,male,65-69,2027,4235
province,San Juan,male,65-69,2028,4237
province,San Juan,male,65-69,2029,4239
province,San Juan,male,65-69,2030,4242
province,San Juan,male,70-74,2013,2899
province,San Juan,male,70-74,2014,2915
province,San Juan,male,70-74,2015,2928
province,San Juan,male,70-74,2016,2922
province,San Juan,male,70-74,2017,2919
province,San Juan,male,70-74,2018,2918
province,San Juan,male,70-74,2019,2920
province,San Juan,male,70-74,2020,2924
province,San Juan,male,70-74,2021,3026
province,San Juan,male,70-74,2022,3133
province,San Juan,male,70-74,2023,3242
province,San Juan,male,70-74,2024,3357
province,San Juan,male,70-74,2025,3478
province,San Juan,male,70-74,2026,3509
province,San Juan,male,70-74,2027,3545
province,San Juan,male,70-74,2028,3581
province,San Juan,male,70-74,2029,3623
province,San Juan,male,70-74,2030,3669
province,San Juan,male,75-79,2013,2249
province,San Juan,male,75-79,2014,2215
province,San Juan,male,75-79,2015,2180
province,San Juan,male,75-79,2016,2202
province,San Juan,male,75-79,2017,2223
province,San Juan,male,75-79,2018,2245
province,San Juan,male,75-79,2019,2263
province,San Juan,male,75-79,2020,2280
province,San Juan,male,75-79,2021,2281
province,San Juan,male,75-79,2022,2284
province,San Juan,male,75-79,2023,2289
province,San Juan,male,75-79,2024,2297
province,San Juan,male,75-79,2025,2307
province,San Juan,male,75-79,2026,2395
province,San Juan,male,75-79,2027,2487
province,San Juan,male,75-79,2028,2581
province,San Juan,male,75-79,2029,2682
province,San Juan,male,75-79,2030,2786
province,San Juan,male,80+,2013,2182
province,San Juan,male,80+,2014,2306
province,San Juan,male,80+,2015,2431
province,San Juan,male,80+,2016,2490
province,San Juan,male,80+,2017,2550
province,San Juan,male,80+,2018,2613
province,San Juan,male,80+,2019,2676
province,San Juan,male,80+,2020,2741
province,San Juan,male,80+,2021,2798
province,San Juan,male,80+,2022,2856
province,San Juan,male,80+,2023,2916
province,San Juan,male,80+,2024,2975
province,San Juan,male,80+,2025,3034
province,San Juan,male,80+,2026,3077
province,San Juan,male,80+,2027,3123
province,San Juan,male,80+,2028,3171
province,San Juan,male,80+,2029,3221
province,San Juan,male,80+,2030,3273
province,San Pedro de Macoris,both,0-4,2013,29656
province,San Pedro de Macoris,both,0-4,2014,29468
province,San Pedro de Macoris,both,0-4,2015,29280
province,San Pedro de Macoris,both,0-4,2016,29070
province,San Pedro de Macoris,both,0-4,2017,28860
province,San Pedro de Macoris,both,0-4,2018,28649
province,San Pedro de Macoris,both,0-4,2019,28438
province,San Pedro de Macoris,both,0-4,2020,28225
province,San Pedro de Macoris,both,0-4,2021,27909
province,San Pedro de Macoris,both,0-4,2022,27594
province,San Pedro de Macoris,both,0-4,2023,27278
province,San Pedro de Macoris,both,0-4,2024,26961
province,San Pedro de Macoris,both,0-4,2025,26643
province,San Pedro de Macoris,both,0-4,2026,26249
province,San Pedro de Macoris,both,0-4,2027,25856
province,San Pedro de Macoris,both,0-4,2028,25462
province,San Pedro de Macoris,both,0-4,2029,25067
province,San Pedro de Macoris,both,0-4,2030,24671
province,San Pedro de Macoris,both,10-14,2013,30926
province,San Pedro de Macoris,both,10-14,2014,30888
province,San Pedro de Macoris,both,10-14,2015,30846
province,San Pedro de Macoris,both,10-14,2016,30190
province,San Pedro de Macoris,both,10-14,2017,29533
province,San Pedro de Macoris,both,10-14,2018,28876
province,San Pedro de Macoris,both,10-14,2019,28218
province,San Pedro de Macoris,both,10-14,2020,27558
province,San Pedro de Macoris,both,10-14,2021,27412
province,San Pedro de Macoris,both,10-14,2022,27265
province,San Pedro de Macoris,both,10-14,2023,27118
province,San Pedro de Macoris,both,10-14,2024,26971
province,San Pedro de Macoris,both,10-14,2025,26822
province,San Pedro de Macoris,both,10-14,2026,26642
province,San Pedro de Macoris,both,10-14,2027,26461
province,San Pedro de Macoris,both,10-14,2028,26280
province,San Pedro de Macoris,both,10-14,2029,26097
province,San Pedro de Macoris,both,10-14,2030,25914
province,San Pedro de Macoris,both,15-19,2013,30280
province,San Pedro de Macoris,both,15-19,2014,29803
province,San Pedro de Macoris,both,15-19,2015,29323
province,San Pedro de Macoris,both,15-19,2016,29317
province,San Pedro de Macoris,both,15-19,2017,29309
province,San Pedro de Macoris,both,15-19,2018,29301
province,San Pedro de Macoris,both,15-19,2019,29289
province,San Pedro de Macoris,both,15-19,2020,29276
province,San Pedro de Macoris,both,15-19,2021,28640
province,San Pedro de Macoris,both,15-19,2022,28006
province,San Pedro de Macoris,both,15-19,2023,27370
province,San Pedro de Macoris,both,15-19,2024,26732
province,San Pedro de Macoris,both,15-19,2025,26093
province,San Pedro de Macoris,both,15-19,2026,25972
province,San Pedro de Macoris,both,15-19,2027,25850
province,San Pedro de Macoris,both,15-19,2028,25728
province,San Pedro de Macoris,both,15-19,2029,25604
province,San Pedro de Macoris,both,15-19,2030,25480
province,San Pedro de Macoris,both,20-24,2013,28552
province,San Pedro de Macoris,both,20-24,2014,28838
province,San Pedro de Macoris,both,20-24,2015,29123
province,San Pedro de Macoris,both,20-24,2016,28676
province,San Pedro de Macoris,both,20-24,2017,28227
province,San Pedro de Macoris,both,20-24,2018,27777
province,San Pedro de Macoris,both,20-24,2019,27324
province,San Pedro de Macoris,both,20-24,2020,26870
province,San Pedro de Macoris,both,20-24,2021,26909
province,San Pedro de Macoris,both,20-24,2022,26947
province,San Pedro de Macoris,both,20-24,2023,26984
province,San Pedro de Macoris,both,20-24,2024,27017
province,San Pedro de Macoris,both,20-24,2025,27049
province,San Pedro de Macoris,both,20-24,2026,26440
province,San Pedro de Macoris,both,20-24,2027,25830
province,San Pedro de Macoris,both,20-24,2028,25219
province,San Pedro de Macoris,both,20-24,2029,24607
province,San Pedro de Macoris,both,20-24,2030,23994
province,San Pedro de Macoris,both,25-29,2013,24220
province,San Pedro de Macoris,both,25-29,2014,24635
province,San Pedro de Macoris,both,25-29,2015,25050
province,San Pedro de Macoris,both,25-29,2016,25355
province,San Pedro de Macoris,both,25-29,2017,25661
province,San Pedro de Macoris,both,25-29,2018,25966
province,San Pedro de Macoris,both,25-29,2019,26270
province,San Pedro de Macoris,both,25-29,2020,26574
province,San Pedro de Macoris,both,25-29,2021,26156
province,San Pedro de Macoris,both,25-29,2022,25736
province,San Pedro de Macoris,both,25-29,2023,25315
province,San Pedro de Macoris,both,25-29,2024,24892
province,San Pedro de Macoris,both,25-29,2025,24466
province,San Pedro de Macoris,both,25-29,2026,24545
province,San Pedro de Macoris,both,25-29,2027,24623
province,San Pedro de Macoris,both,25-29,2028,24699
province,San Pedro de Macoris,both,25-29,2029,24773
province,San Pedro de Macoris,both,25-29,2030,24845
province,San Pedro de Macoris,both,30-34,2013,20424
province,San Pedro de Macoris,both,30-34,2014,20668
province,San Pedro de Macoris,both,30-34,2015,20873
province,San Pedro de Macoris,both,30-34,2016,21304
province,San Pedro de Macoris,both,30-34,2017,21735
province,San Pedro de Macoris,both,30-34,2018,22166
province,San Pedro de Macoris,both,30-34,2019,22597
province,San Pedro de Macoris,both,30-34,2020,23027
province,San Pedro de Macoris,both,30-34,2021,23348
province,San Pedro de Macoris,both,30-34,2022,23670
province,San Pedro de Macoris,both,30-34,2023,23992
province,San Pedro de Macoris,both,30-34,2024,24312
province,San Pedro de Macoris,both,30-34,2025,24632
province,San Pedro de Macoris,both,30-34,2026,24233
province,San Pedro de Macoris,both,30-34,2027,23832
province,San Pedro de Macoris,both,30-34,2028,23428
province,San Pedro de Macoris,both,30-34,2029,23024
province,San Pedro de Macoris,both,30-34,2030,22617
province,San Pedro de Macoris,both,35-39,2013,18367
province,San Pedro de Macoris,both,35-39,2014,18101
province,San Pedro de Macoris,both,35-39,2015,17816
province,San Pedro de Macoris,both,35-39,2016,18137
province,San Pedro de Macoris,both,35-39,2017,18449
province,San Pedro de Macoris,both,35-39,2018,18813
province,San Pedro de Macoris,both,35-39,2019,19088
province,San Pedro de Macoris,both,35-39,2020,19327
province,San Pedro de Macoris,both,35-39,2021,19770
province,San Pedro de Macoris,both,35-39,2022,20212
province,San Pedro de Macoris,both,35-39,2023,20656
province,San Pedro de Macoris,both,35-39,2024,21098
province,San Pedro de Macoris,both,35-39,2025,21540
province,San Pedro de Macoris,both,35-39,2026,21869
province,San Pedro de Macoris,both,35-39,2027,22199
province,San Pedro de Macoris,both,35-39,2028,22528
province,San Pedro de Macoris,both,35-39,2029,22855
province,San Pedro de Macoris,both,35-39,2030,23183
province,San Pedro de Macoris,both,40-44,2013,17609
province,San Pedro de Macoris,both,40-44,2014,17711
province,San Pedro de Macoris,both,40-44,2015,17797
province,San Pedro de Macoris,both,40-44,2016,17594
province,San Pedro de Macoris,both,40-44,2017,17376
province,San Pedro de Macoris,both,40-44,2018,17166
province,San Pedro de Macoris,both,40-44,2019,16920
province,San Pedro de Macoris,both,40-44,2020,16657
province,San Pedro de Macoris,both,40-44,2021,16996
province,San Pedro de Macoris,both,40-44,2022,17326
province,San Pedro de Macoris,both,40-44,2023,17706
province,San Pedro de Macoris,both,40-44,2024,18001
province,San Pedro de Macoris,both,40-44,2025,18262
province,San Pedro de Macoris,both,40-44,2026,18709
province,San Pedro de Macoris,both,40-44,2027,19157
province,San Pedro de Macoris,both,40-44,2028,19604
province,San Pedro de Macoris,both,40-44,2029,20051
province,San Pedro de Macoris,both,40-44,2030,20498
province,San Pedro de Macoris,both,45-49,2013,16079
province,San Pedro de Macoris,both,45-49,2014,16220
province,San Pedro de Macoris,both,45-49,2015,16350
province,San Pedro de Macoris,both,45-49,2016,16495
province,San Pedro de Macoris,both,45-49,2017,16628
province,San Pedro de Macoris,both,45-49,2018,16766
province,San Pedro de Macoris,both,45-49,2019,16877
province,San Pedro de Macoris,both,45-49,2020,16973
province,San Pedro de Macoris,both,45-49,2021,16783
province,San Pedro de Macoris,both,45-49,2022,16580
province,San Pedro de Macoris,both,45-49,2023,16383
province,San Pedro de Macoris,both,45-49,2024,16151
province,San Pedro de Macoris,both,45-49,2025,15903
province,San Pedro de Macoris,both,45-49,2026,16249
province,San Pedro de Macoris,both,45-49,2027,16585
province,San Pedro de Macoris,both,45-49,2028,16972
province,San Pedro de Macoris,both,45-49,2029,17275
province,San Pedro de Macoris,both,45-49,2030,17545
province,San Pedro de Macoris,both,5-9,2013,30357
province,San Pedro de Macoris,both,5-9,2014,29682
province,San Pedro de Macoris,both,5-9,2015,29007
province,San Pedro de Macoris,both,5-9,2016,28837
province,San Pedro de Macoris,both,5-9,2017,28667
province,San Pedro de Macoris,both,5-9,2018,28497
province,San Pedro de Macoris,both,5-9,2019,28325
province,San Pedro de Macoris,both,5-9,2020,28153
province,San Pedro de Macoris,both,5-9,2021,27958
province,San Pedro de Macoris,both,5-9,2022,27762
province,San Pedro de Macoris,both,5-9,2023,27566
province,San Pedro de Macoris,both,5-9,2024,27368
province,San Pedro de Macoris,both,5-9,2025,27170
province,San Pedro de Macoris,both,5-9,2026,26866
province,San Pedro de Macoris,both,5-9,2027,26562
province,San Pedro de Macoris,both,5-9,2028,26258
province,San Pedro de Macoris,both,5-9,2029,25953
province,San Pedro de Macoris,both,5-9,2030,25646
province,San Pedro de Macoris,both,50-54,2013,13870
province,San Pedro de Macoris,both,50-54,2014,14351
province,San Pedro de Macoris,both,50-54,2015,14832
province,San Pedro de Macoris,both,50-54,2016,14996
province,San Pedro de Macoris,both,50-54,2017,15155
province,San Pedro de Macoris,both,50-54,2018,15316
province,San Pedro de Macoris,both,50-54,2019,15461
province,San Pedro de Macoris,both,50-54,2020,15597
province,San Pedro de Macoris,both,50-54,2021,15748
province,San Pedro de Macoris,both,50-54,2022,15889
province,San Pedro de Macoris,both,50-54,2023,16033
province,San Pedro de Macoris,both,50-54,2024,16152
province,San Pedro de Macoris,both,50-54,2025,16257
province,San Pedro de Macoris,both,50-54,2026,16079
province,San Pedro de Macoris,both,50-54,2027,15889
province,San Pedro de Macoris,both,50-54,2028,15706
province,San Pedro de Macoris,both,50-54,2029,15489
province,San Pedro de Macoris,both,50-54,2030,15256
province,San Pedro de Macoris,both,55-59,2013,10647
province,San Pedro de Macoris,both,55-59,2014,11208
province,San Pedro de Macoris,both,55-59,2015,11779
province,San Pedro de Macoris,both,55-59,2016,12241
province,San Pedro de Macoris,both,55-59,2017,12706
province,San Pedro de Macoris,both,55-59,2018,13173
province,San Pedro de Macoris,both,55-59,2019,13643
province,San Pedro de Macoris,both,55-59,2020,14114
province,San Pedro de Macoris,both,55-59,2021,14281
province,San Pedro de Macoris,both,55-59,2022,14444
province,San Pedro de Macoris,both,55-59,2023,14609
province,San Pedro de Macoris,both,55-59,2024,14758
province,San Pedro de Macoris,both,55-59,2025,14900
province,San Pedro de Macoris,both,55-59,2026,15054
province,San Pedro de Macoris,both,55-59,2027,15198
province,San Pedro de Macoris,both,55-59,2028,15345
province,San Pedro de Macoris,both,55-59,2029,15469
province,San Pedro de Macoris,both,55-59,2030,15579
province,San Pedro de Macoris,both,60-64,2013,7790
province,San Pedro de Macoris,both,60-64,2014,8100
province,San Pedro de Macoris,both,60-64,2015,8422
province,San Pedro de Macoris,both,60-64,2016,8936
province,San Pedro de Macoris,both,60-64,2017,9456
province,San Pedro de Macoris,both,60-64,2018,9980
province,San Pedro de Macoris,both,60-64,2019,10519
province,San Pedro de Macoris,both,60-64,2020,11067
province,San Pedro de Macoris,both,60-64,2021,11514
province,San Pedro de Macoris,both,60-64,2022,11965
province,San Pedro de Macoris,both,60-64,2023,12419
province,San Pedro de Macoris,both,60-64,2024,12875
province,San Pedro de Macoris,both,60-64,2025,13333
province,San Pedro de Macoris,both,60-64,2026,13502
province,San Pedro de Macoris,both,60-64,2027,13667
province,San Pedro de Macoris,both,60-64,2028,13834
province,San Pedro de Macoris,both,60-64,2029,13988
province,San Pedro de Macoris,both,60-64,2030,14134
province,San Pedro de Macoris,both,65-69,2013,5906
province,San Pedro de Macoris,both,65-69,2014,6120
province,San Pedro de Macoris,both,65-69,2015,6338
province,San Pedro de Macoris,both,65-69,2016,6602
province,San Pedro de Macoris,both,65-69,2017,6876
province,San Pedro de Macoris,both,65-69,2018,7152
province,San Pedro de Macoris,both,65-69,2019,7446
province,San Pedro de Macoris,both,65-69,2020,7750
province,San Pedro de Macoris,both,65-69,2021,8234
province,San Pedro de Macoris,both,65-69,2022,8724
province,San Pedro de Macoris,both,65-69,2023,9217
province,San Pedro de Macoris,both,65-69,2024,9726
province,San Pedro de Macoris,both,65-69,2025,10244
province,San Pedro de Macoris,both,65-69,2026,10670
province,San Pedro de Macoris,both,65-69,2027,11099
province,San Pedro de Macoris,both,65-69,2028,11532
province,San Pedro de Macoris,both,65-69,2029,11969
province,San Pedro de Macoris,both,65-69,2030,12408
province,San Pedro de Macoris,both,70-74,2013,4534
province,San Pedro de Macoris,both,70-74,2014,4569
province,San Pedro de Macoris,both,70-74,2015,4600
province,San Pedro de Macoris,both,70-74,2016,4783
province,San Pedro de Macoris,both,70-74,2017,4972
province,San Pedro de Macoris,both,70-74,2018,5164
province,San Pedro de Macoris,both,70-74,2019,5363
province,San Pedro de Macoris,both,70-74,2020,5566
province,San Pedro de Macoris,both,70-74,2021,5809
province,San Pedro de Macoris,both,70-74,2022,6062
province,San Pedro de Macoris,both,70-74,2023,6317
province,San Pedro de Macoris,both,70-74,2024,6589
province,San Pedro de Macoris,both,70-74,2025,6872
province,San Pedro de Macoris,both,70-74,2026,7316
province,San Pedro de Macoris,both,70-74,2027,7767
province,San Pedro de Macoris,both,70-74,2028,8222
province,San Pedro de Macoris,both,70-74,2029,8690
province,San Pedro de Macoris,both,70-74,2030,9169
province,San Pedro de Macoris,both,75-79,2013,3358
province,San Pedro de Macoris,both,75-79,2014,3448
province,San Pedro de Macoris,both,75-79,2015,3536
province,San Pedro de Macoris,both,75-79,2016,3582
province,San Pedro de Macoris,both,75-79,2017,3626
province,San Pedro de Macoris,both,75-79,2018,3671
province,San Pedro de Macoris,both,75-79,2019,3711
province,San Pedro de Macoris,both,75-79,2020,3749
province,San Pedro de Macoris,both,75-79,2021,3908
province,San Pedro de Macoris,both,75-79,2022,4074
province,San Pedro de Macoris,both,75-79,2023,4242
province,San Pedro de Macoris,both,75-79,2024,4418
province,San Pedro de Macoris,both,75-79,2025,4597
province,San Pedro de Macoris,both,75-79,2026,4809
province,San Pedro de Macoris,both,75-79,2027,5029
province,San Pedro de Macoris,both,75-79,2028,5253
province,San Pedro de Macoris,both,75-79,2029,5492
province,San Pedro de Macoris,both,75-79,2030,5741
province,San Pedro de Macoris,both,80+,2013,3351
province,San Pedro de Macoris,both,80+,2014,3504
province,San Pedro de Macoris,both,80+,2015,3661
province,San Pedro de Macoris,both,80+,2016,3818
province,San Pedro de Macoris,both,80+,2017,3979
province,San Pedro de Macoris,both,80+,2018,4144
province,San Pedro de Macoris,both,80+,2019,4312
province,San Pedro de Macoris,both,80+,2020,4483
province,San Pedro de Macoris,both,80+,2021,4627
province,San Pedro de Macoris,both,80+,2022,4771
province,San Pedro de Macoris,both,80+,2023,4921
province,San Pedro de Macoris,both,80+,2024,5071
province,San Pedro de Macoris,both,80+,2025,5220
province,San Pedro de Macoris,both,80+,2026,5431
province,San Pedro de Macoris,both,80+,2027,5646
province,San Pedro de Macoris,both,80+,2028,5869
province,San Pedro de Macoris,both,80+,2029,6096
province,San Pedro de Macoris,both,80+,2030,6327
province,San Pedro de Macoris,female,0-4,2013,14560
province,San Pedro de Macoris,female,0-4,2014,14447
province,San Pedro de Macoris,female,0-4,2015,14334
province,San Pedro de Macoris,female,0-4,2016,14230
province,San Pedro de Macoris,female,0-4,2017,14126
province,San Pedro de Macoris,female,0-4,2018,14022
province,San Pedro de Macoris,female,0-4,2019,13918
province,San Pedro de Macoris,female,0-4,2020,13813
province,San Pedro de Macoris,female,0-4,2021,13657
province,San Pedro de Macoris,female,0-4,2022,13502
province,San Pedro de Macoris,female,0-4,2023,13346
province,San Pedro de Macoris,female,0-4,2024,13190
province,San Pedro de Macoris,female,0-4,2025,13033
province,San Pedro de Macoris,female,0-4,2026,12840
province,San Pedro de Macoris,female,0-4,2027,12647
province,San Pedro de Macoris,female,0-4,2028,12454
province,San Pedro de Macoris,female,0-4,2029,12261
province,San Pedro de Macoris,female,0-4,2030,12067
province,San Pedro de Macoris,female,10-14,2013,15360
province,San Pedro de Macoris,female,10-14,2014,15352
province,San Pedro de Macoris,female,10-14,2015,15342
province,San Pedro de Macoris,female,10-14,2016,15002
province,San Pedro de Macoris,female,10-14,2017,14661
province,San Pedro de Macoris,female,10-14,2018,14321
province,San Pedro de Macoris,female,10-14,2019,13980
province,San Pedro de Macoris,female,10-14,2020,13638
province,San Pedro de Macoris,female,10-14,2021,13545
province,San Pedro de Macoris,female,10-14,2022,13452
province,San Pedro de Macoris,female,10-14,2023,13359
province,San Pedro de Macoris,female,10-14,2024,13266
province,San Pedro de Macoris,female,10-14,2025,13172
province,San Pedro de Macoris,female,10-14,2026,13082
province,San Pedro de Macoris,female,10-14,2027,12992
province,San Pedro de Macoris,female,10-14,2028,12902
province,San Pedro de Macoris,female,10-14,2029,12811
province,San Pedro de Macoris,female,10-14,2030,12720
province,San Pedro de Macoris,female,15-19,2013,15046
province,San Pedro de Macoris,female,15-19,2014,14784
province,San Pedro de Macoris,female,15-19,2015,14520
province,San Pedro de Macoris,female,15-19,2016,14527
province,San Pedro de Macoris,female,15-19,2017,14534
