level,name_es,sex,age_band,year,persons
province,Azua,both,0-4,2013,23471
province,Azua,both,0-4,2014,23587
province,Azua,both,0-4,2015,23702
province,Azua,both,0-4,2016,23358
province,Azua,both,0-4,2017,23013
province,Azua,both,0-4,2018,22669
province,Azua,both,0-4,2019,22322
province,Azua,both,0-4,2020,21974
province,Azua,both,0-4,2021,21618
province,Azua,both,0-4,2022,21260
province,Azua,both,0-4,2023,20902
province,Azua,both,0-4,2024,20543
province,Azua,both,0-4,2025,20183
province,Azua,both,0-4,2026,19839
province,Azua,both,0-4,2027,19495
province,Azua,both,0-4,2028,19152
province,Azua,both,0-4,2029,18807
province,Azua,both,0-4,2030,18461
province,Azua,both,10-14,2013,24090
province,Azua,both,10-14,2014,23942
province,Azua,both,10-14,2015,23794
province,Azua,both,10-14,2016,23303
province,Azua,both,10-14,2017,22811
province,Azua,both,10-14,2018,22320
province,Azua,both,10-14,2019,21826
province,Azua,both,10-14,2020,21331
province,Azua,both,10-14,2021,21476
province,Azua,both,10-14,2022,21620
province,Azua,both,10-14,2023,21764
province,Azua,both,10-14,2024,21907
province,Azua,both,10-14,2025,22049
province,Azua,both,10-14,2026,21721
province,Azua,both,10-14,2027,21392
province,Azua,both,10-14,2028,21063
province,Azua,both,10-14,2029,20732
province,Azua,both,10-14,2030,20401
province,Azua,both,15-19,2013,22411
province,Azua,both,15-19,2014,22265
province,Azua,both,15-19,2015,22117
province,Azua,both,15-19,2016,22006
province,Azua,both,15-19,2017,21893
province,Azua,both,15-19,2018,21779
province,Azua,both,15-19,2019,21664
province,Azua,both,15-19,2020,21546
province,Azua,both,15-19,2021,21085
province,Azua,both,15-19,2022,20623
province,Azua,both,15-19,2023,20160
province,Azua,both,15-19,2024,19696
province,Azua,both,15-19,2025,19231
province,Azua,both,15-19,2026,19404
province,Azua,both,15-19,2027,19576
province,Azua,both,15-19,2028,19748
province,Azua,both,15-19,2029,19919
province,Azua,both,15-19,2030,20089
province,Azua,both,20-24,2013,19353
province,Azua,both,20-24,2014,19340
province,Azua,both,20-24,2015,19326
province,Azua,both,20-24,2016,19232
province,Azua,both,20-24,2017,19136
province,Azua,both,20-24,2018,19040
province,Azua,both,20-24,2019,18941
province,Azua,both,20-24,2020,18841
province,Azua,both,20-24,2021,18769
province,Azua,both,20-24,2022,18695
province,Azua,both,20-24,2023,18622
province,Azua,both,20-24,2024,18545
province,Azua,both,20-24,2025,18467
province,Azua,both,20-24,2026,18042
province,Azua,both,20-24,2027,17616
province,Azua,both,20-24,2028,17191
province,Azua,both,20-24,2029,16764
province,Azua,both,20-24,2030,16336
province,Azua,both,25-29,2013,17020
province,Azua,both,25-29,2014,17162
province,Azua,both,25-29,2015,17303
province,Azua,both,25-29,2016,17320
province,Azua,both,25-29,2017,17337
province,Azua,both,25-29,2018,17355
province,Azua,both,25-29,2019,17369
province,Azua,both,25-29,2020,17385
province,Azua,both,25-29,2021,17319
province,Azua,both,25-29,2022,17251
province,Azua,both,25-29,2023,17183
province,Azua,both,25-29,2024,17112
province,Azua,both,25-29,2025,17040
province,Azua,both,25-29,2026,16990
province,Azua,both,25-29,2027,16939
province,Azua,both,25-29,2028,16886
province,Azua,both,25-29,2029,16831
province,Azua,both,25-29,2030,16776
province,Azua,both,30-34,2013,14837
province,Azua,both,30-34,2014,15006
province,Azua,both,30-34,2015,15148
province,Azua,both,30-34,2016,15308
province,Azua,both,30-34,2017,15467
province,Azua,both,30-34,2018,15627
province,Azua,both,30-34,2019,15786
province,Azua,both,30-34,2020,15944
province,Azua,both,30-34,2021,15979
province,Azua,both,30-34,2022,16014
province,Azua,both,30-34,2023,16048
province,Azua,both,30-34,2024,16081
province,Azua,both,30-34,2025,16115
province,Azua,both,30-34,2026,16066
province,Azua,both,30-34,2027,16014
province,Azua,both,30-34,2028,15963
province,Azua,both,30-34,2029,15910
province,Azua,both,30-34,2030,15855
province,Azua,both,35-39,2013,13003
province,Azua,both,35-39,2014,13072
province,Azua,both,35-39,2015,13126
province,Azua,both,35-39,2016,13347
province,Azua,both,35-39,2017,13559
province,Azua,both,35-39,2018,13810
province,Azua,both,35-39,2019,13996
province,Azua,both,35-39,2020,14155
province,Azua,both,35-39,2021,14325
province,Azua,both,35-39,2022,14494
province,Azua,both,35-39,2023,14663
province,Azua,both,35-39,2024,14832
province,Azua,both,35-39,2025,15000
province,Azua,both,35-39,2026,15045
province,Azua,both,35-39,2027,15091
province,Azua,both,35-39,2028,15137
province,Azua,both,35-39,2029,15181
province,Azua,both,35-39,2030,15225
province,Azua,both,40-44,2013,11658
province,Azua,both,40-44,2014,11796
province,Azua,both,40-44,2015,11924
province,Azua,both,40-44,2016,12032
province,Azua,both,40-44,2017,12132
province,Azua,both,40-44,2018,12238
province,Azua,both,40-44,2019,12317
province,Azua,both,40-44,2020,12382
province,Azua,both,40-44,2021,12609
province,Azua,both,40-44,2022,12829
province,Azua,both,40-44,2023,13086
province,Azua,both,40-44,2024,13279
province,Azua,both,40-44,2025,13448
province,Azua,both,40-44,2026,13622
province,Azua,both,40-44,2027,13796
province,Azua,both,40-44,2028,13970
province,Azua,both,40-44,2029,14143
province,Azua,both,40-44,2030,14317
province,Azua,both,45-49,2013,10359
province,Azua,both,45-49,2014,10457
province,Azua,both,45-49,2015,10550
province,Azua,both,45-49,2016,10718
province,Azua,both,45-49,2017,10878
province,Azua,both,45-49,2018,11041
province,Azua,both,45-49,2019,11186
province,Azua,both,45-49,2020,11321
province,Azua,both,45-49,2021,11434
province,Azua,both,45-49,2022,11540
province,Azua,both,45-49,2023,11649
province,Azua,both,45-49,2024,11734
province,Azua,both,45-49,2025,11806
province,Azua,both,45-49,2026,12035
province,Azua,both,45-49,2027,12257
province,Azua,both,45-49,2028,12517
province,Azua,both,45-49,2029,12714
province,Azua,both,45-49,2030,12887
province,Azua,both,5-9,2013,23411
province,Azua,both,5-9,2014,22901
province,Azua,both,5-9,2015,22389
province,Azua,both,5-9,2016,22517
province,Azua,both,5-9,2017,22645
province,Azua,both,5-9,2018,22773
province,Azua,both,5-9,2019,22899
province,Azua,both,5-9,2020,23024
province,Azua,both,5-9,2021,22688
province,Azua,both,5-9,2022,22352
province,Azua,both,5-9,2023,22015
province,Azua,both,5-9,2024,21677
province,Azua,both,5-9,2025,21338
province,Azua,both,5-9,2026,20990
province,Azua,both,5-9,2027,20641
province,Azua,both,5-9,2028,20292
province,Azua,both,5-9,2029,19942
province,Azua,both,5-9,2030,19590
province,Azua,both,50-54,2013,9370
province,Azua,both,50-54,2014,9428
province,Azua,both,50-54,2015,9488
province,Azua,both,50-54,2016,9605
province,Azua,both,50-54,2017,9719
province,Azua,both,50-54,2018,9833
province,Azua,both,50-54,2019,9938
province,Azua,both,50-54,2020,10036
province,Azua,both,50-54,2021,10205
province,Azua,both,50-54,2022,10368
province,Azua,both,50-54,2023,10533
province,Azua,both,50-54,2024,10680
province,Azua,both,50-54,2025,10819
province,Azua,both,50-54,2026,10936
province,Azua,both,50-54,2027,11043
province,Azua,both,50-54,2028,11156
province,Azua,both,50-54,2029,11246
province,Azua,both,50-54,2030,11322
province,Azua,both,55-59,2013,8173
province,Azua,both,55-59,2014,8387
province,Azua,both,55-59,2015,8608
province,Azua,both,55-59,2016,8668
province,Azua,both,55-59,2017,8729
province,Azua,both,55-59,2018,8792
province,Azua,both,55-59,2019,8857
province,Azua,both,55-59,2020,8922
province,Azua,both,55-59,2021,9042
province,Azua,both,55-59,2022,9158
province,Azua,both,55-59,2023,9276
province,Azua,both,55-59,2024,9385
province,Azua,both,55-59,2025,9488
province,Azua,both,55-59,2026,9658
province,Azua,both,55-59,2027,9821
province,Azua,both,55-59,2028,9987
province,Azua,both,55-59,2029,10136
province,Azua,both,55-59,2030,10277
province,Azua,both,60-64,2013,6482
province,Azua,both,60-64,2014,6726
province,Azua,both,60-64,2015,6980
province,Azua,both,60-64,2016,7170
province,Azua,both,60-64,2017,7365
province,Azua,both,60-64,2018,7563
province,Azua,both,60-64,2019,7773
province,Azua,both,60-64,2020,7988
province,Azua,both,60-64,2021,8052
province,Azua,both,60-64,2022,8118
province,Azua,both,60-64,2023,8185
province,Azua,both,60-64,2024,8255
province,Azua,both,60-64,2025,8326
province,Azua,both,60-64,2026,8447
province,Azua,both,60-64,2027,8564
province,Azua,both,60-64,2028,8684
province,Azua,both,60-64,2029,8795
province,Azua,both,60-64,2030,8901
province,Azua,both,65-69,2013,4950
province,Azua,both,65-69,2014,5087
province,Azua,both,65-69,2015,5227
province,Azua,both,65-69,2016,5437
province,Azua,both,65-69,2017,5654
province,Azua,both,65-69,2018,5874
province,Azua,both,65-69,2019,6107
province,Azua,both,65-69,2020,6350
province,Azua,both,65-69,2021,6532
province,Azua,both,65-69,2022,6718
province,Azua,both,65-69,2023,6908
province,Azua,both,65-69,2024,7109
province,Azua,both,65-69,2025,7316
province,Azua,both,65-69,2026,7382
province,Azua,both,65-69,2027,7452
province,Azua,both,65-69,2028,7524
province,Azua,both,65-69,2029,7598
province,Azua,both,65-69,2030,7673
province,Azua,both,70-74,2013,3779
province,Azua,both,70-74,2014,3841
province,Azua,both,70-74,2015,3899
province,Azua,both,70-74,2016,4016
province,Azua,both,70-74,2017,4137
province,Azua,both,70-74,2018,4261
province,Azua,both,70-74,2019,4391
province,Azua,both,70-74,2020,4524
province,Azua,both,70-74,2021,4718
province,Azua,both,70-74,2022,4919
province,Azua,both,70-74,2023,5124
province,Azua,both,70-74,2024,5341
province,Azua,both,70-74,2025,5566
province,Azua,both,70-74,2026,5735
province,Azua,both,70-74,2027,5910
province,Azua,both,70-74,2028,6089
province,Azua,both,70-74,2029,6276
province,Azua,both,70-74,2030,6471
province,Azua,both,75-79,2013,2737
province,Azua,both,75-79,2014,2770
province,Azua,both,75-79,2015,2802
province,Azua,both,75-79,2016,2867
province,Azua,both,75-79,2017,2931
province,Azua,both,75-79,2018,2994
province,Azua,both,75-79,2019,3055
province,Azua,both,75-79,2020,3113
province,Azua,both,75-79,2021,3217
province,Azua,both,75-79,2022,3324
province,Azua,both,75-79,2023,3437
province,Azua,both,75-79,2024,3552
province,Azua,both,75-79,2025,3672
province,Azua,both,75-79,2026,3842
province,Azua,both,75-79,2027,4019
province,Azua,both,75-79,2028,4198
province,Azua,both,75-79,2029,4391
province,Azua,both,75-79,2030,4590
province,Azua,both,80+,2013,2566
province,Azua,both,80+,2014,2702
province,Azua,both,80+,2015,2841
province,Azua,both,80+,2016,2952
province,Azua,both,80+,2017,3064
province,Azua,both,80+,2018,3181
province,Azua,both,80+,2019,3299
province,Azua,both,80+,2020,3420
province,Azua,both,80+,2021,3542
province,Azua,both,80+,2022,3664
province,Azua,both,80+,2023,3791
province,Azua,both,80+,2024,3916
province,Azua,both,80+,2025,4042
province,Azua,both,80+,2026,4198
province,Azua,both,80+,2027,4358
province,Azua,both,80+,2028,4522
province,Azua,both,80+,2029,4690
province,Azua,both,80+,2030,4862
province,Azua,female,0-4,2013,11486
province,Azua,female,0-4,2014,11549
province,Azua,female,0-4,2015,11611
province,Azua,female,0-4,2016,11441
province,Azua,female,0-4,2017,11271
province,Azua,female,0-4,2018,11101
province,Azua,female,0-4,2019,10930
province,Azua,female,0-4,2020,10758
province,Azua,female,0-4,2021,10583
province,Azua,female,0-4,2022,10407
province,Azua,female,0-4,2023,10231
province,Azua,female,0-4,2024,10055
province,Azua,female,0-4,2025,9878
province,Azua,female,0-4,2026,9709
province,Azua,female,0-4,2027,9540
province,Azua,female,0-4,2028,9372
province,Azua,female,0-4,2029,9202
province,Azua,female,0-4,2030,9032
province,Azua,female,10-14,2013,11615
province,Azua,female,10-14,2014,11599
province,Azua,female,10-14,2015,11583
province,Azua,female,10-14,2016,11347
province,Azua,female,10-14,2017,11110
province,Azua,female,10-14,2018,10874
province,Azua,female,10-14,2019,10636
province,Azua,female,10-14,2020,10398
province,Azua,female,10-14,2021,10475
province,Azua,female,10-14,2022,10551
province,Azua,female,10-14,2023,10627
province,Azua,female,10-14,2024,10703
province,Azua,female,10-14,2025,10778
province,Azua,female,10-14,2026,10616
province,Azua,female,10-14,2027,10454
province,Azua,female,10-14,2028,10292
province,Azua,female,10-14,2029,10129
province,Azua,female,10-14,2030,9966
province,Azua,female,15-19,2013,10448
province,Azua,female,15-19,2014,10367
province,Azua,female,15-19,2015,10285
province,Azua,female,15-19,2016,10290
province,Azua,female,15-19,2017,10294
province,Azua,female,15-19,2018,10298
province,Azua,female,15-19,2019,10301
province,Azua,female,15-19,2020,10303
province,Azua,female,15-19,2021,10081
province,Azua,female,15-19,2022,9859
province,Azua,female,15-19,2023,9636
province,Azua,female,15-19,2024,9413
province,Azua,female,15-19,2025,9189
province,Azua,female,15-19,2026,9281
province,Azua,female,15-19,2027,9372
province,Azua,female,15-19,2028,9463
province,Azua,female,15-19,2029,9554
province,Azua,female,15-19,2030,9644
province,Azua,female,20-24,2013,8854
province,Azua,female,20-24,2014,8877
province,Azua,female,20-24,2015,8899
province,Azua,female,20-24,2016,8844
province,Azua,female,20-24,2017,8788
province,Azua,female,20-24,2018,8732
province,Azua,female,20-24,2019,8674
province,Azua,female,20-24,2020,8616
province,Azua,female,20-24,2021,8640
province,Azua,female,20-24,2022,8664
province,Azua,female,20-24,2023,8688
province,Azua,female,20-24,2024,8710
province,Azua,female,20-24,2025,8732
province,Azua,female,20-24,2026,8526
province,Azua,female,20-24,2027,8319
province,Azua,female,20-24,2028,8113
province,Azua,female,20-24,2029,7906
province,Azua,female,20-24,2030,7698
province,Azua,female,25-29,2013,7734
province,Azua,female,25-29,2014,7741
province,Azua,female,25-29,2015,7748
province,Azua,female,25-29,2016,7790
province,Azua,female,25-29,2017,7832
province,Azua,female,25-29,2018,7874
province,Azua,female,25-29,2019,7914
province,Azua,female,25-29,2020,7955
province,Azua,female,25-29,2021,7912
province,Azua,female,25-29,2022,7868
province,Azua,female,25-29,2023,7824
province,Azua,female,25-29,2024,7778
province,Azua,female,25-29,2025,7732
province,Azua,female,25-29,2026,7767
province,Azua,female,25-29,2027,7802
province,Azua,female,25-29,2028,7836
province,Azua,female,25-29,2029,7869
province,Azua,female,25-29,2030,7902
province,Azua,female,30-34,2013,6975
province,Azua,female,30-34,2014,6992
province,Azua,female,30-34,2015,6997
province,Azua,female,30-34,2016,7018
province,Azua,female,30-34,2017,7039
province,Azua,female,30-34,2018,7060
province,Azua,female,30-34,2019,7081
province,Azua,female,30-34,2020,7101
province,Azua,female,30-34,2021,7153
province,Azua,female,30-34,2022,7205
province,Azua,female,30-34,2023,7256
province,Azua,female,30-34,2024,7307
province,Azua,female,30-34,2025,7358
province,Azua,female,30-34,2026,7322
province,Azua,female,30-34,2027,7284
province,Azua,female,30-34,2028,7247
province,Azua,female,30-34,2029,7208
province,Azua,female,30-34,2030,7169
province,Azua,female,35-39,2013,6230
province,Azua,female,35-39,2014,6260
province,Azua,female,35-39,2015,6282
province,Azua,female,35-39,2016,6328
province,Azua,female,35-39,2017,6370
province,Azua,female,35-39,2018,6429
province,Azua,female,35-39,2019,6458
province,Azua,female,35-39,2020,6475
province,Azua,female,35-39,2021,6504
province,Azua,female,35-39,2022,6533
province,Azua,female,35-39,2023,6562
province,Azua,female,35-39,2024,6590
province,Azua,female,35-39,2025,6618
province,Azua,female,35-39,2026,6676
province,Azua,female,35-39,2027,6734
province,Azua,female,35-39,2028,6793
province,Azua,female,35-39,2029,6850
province,Azua,female,35-39,2030,6907
province,Azua,female,40-44,2013,5541
province,Azua,female,40-44,2014,5604
province,Azua,female,40-44,2015,5662
province,Azua,female,40-44,2016,5713
province,Azua,female,40-44,2017,5760
province,Azua,female,40-44,2018,5810
province,Azua,female,40-44,2019,5847
province,Azua,female,40-44,2020,5877
province,Azua,female,40-44,2021,5928
province,Azua,female,40-44,2022,5976
province,Azua,female,40-44,2023,6041
province,Azua,female,40-44,2024,6076
province,Azua,female,40-44,2025,6100
province,Azua,female,40-44,2026,6133
province,Azua,female,40-44,2027,6167
province,Azua,female,40-44,2028,6200
province,Azua,female,40-44,2029,6233
province,Azua,female,40-44,2030,6266
province,Azua,female,45-49,2013,4896
province,Azua,female,45-49,2014,4943
province,Azua,female,45-49,2015,4988
province,Azua,female,45-49,2016,5067
province,Azua,female,45-49,2017,5142
province,Azua,female,45-49,2018,5219
province,Azua,female,45-49,2019,5287
province,Azua,female,45-49,2020,5350
province,Azua,female,45-49,2021,5404
province,Azua,female,45-49,2022,5455
province,Azua,female,45-49,2023,5507
province,Azua,female,45-49,2024,5548
province,Azua,female,45-49,2025,5582
province,Azua,female,45-49,2026,5636
province,Azua,female,45-49,2027,5687
province,Azua,female,45-49,2028,5755
province,Azua,female,45-49,2029,5794
province,Azua,female,45-49,2030,5822
province,Azua,female,5-9,2013,11424
province,Azua,female,5-9,2014,11179
province,Azua,female,5-9,2015,10933
province,Azua,female,5-9,2016,11002
province,Azua,female,5-9,2017,11071
province,Azua,female,5-9,2018,11140
province,Azua,female,5-9,2019,11208
province,Azua,female,5-9,2020,11275
province,Azua,female,5-9,2021,11109
province,Azua,female,5-9,2022,10943
province,Azua,female,5-9,2023,10777
province,Azua,female,5-9,2024,10610
province,Azua,female,5-9,2025,10443
province,Azua,female,5-9,2026,10272
province,Azua,female,5-9,2027,10100
province,Azua,female,5-9,2028,9929
province,Azua,female,5-9,2029,9757
province,Azua,female,5-9,2030,9584
province,Azua,female,50-54,2013,4348
province,Azua,female,50-54,2014,4401
province,Azua,female,50-54,2015,4455
province,Azua,female,50-54,2016,4512
province,Azua,female,50-54,2017,4568
province,Azua,female,50-54,2018,4624
province,Azua,female,50-54,2019,4676
province,Azua,female,50-54,2020,4724
province,Azua,female,50-54,2021,4804
province,Azua,female,50-54,2022,4882
province,Azua,female,50-54,2023,4961
province,Azua,female,50-54,2024,5031
province,Azua,female,50-54,2025,5097
province,Azua,female,50-54,2026,5154
province,Azua,female,50-54,2027,5206
province,Azua,female,50-54,2028,5261
province,Azua,female,50-54,2029,5305
province,Azua,female,50-54,2030,5342
province,Azua,female,55-59,2013,3807
province,Azua,female,55-59,2014,3862
province,Azua,female,55-59,2015,3920
province,Azua,female,55-59,2016,3974
province,Azua,female,55-59,2017,4028
province,Azua,female,55-59,2018,4083
province,Azua,female,55-59,2019,4139
province,Azua,female,55-59,2020,4195
province,Azua,female,55-59,2021,4254
province,Azua,female,55-59,2022,4311
province,Azua,female,55-59,2023,4370
province,Azua,female,55-59,2024,4424
province,Azua,female,55-59,2025,4475
province,Azua,female,55-59,2026,4557
province,Azua,female,55-59,2027,4635
province,Azua,female,55-59,2028,4716
province,Azua,female,55-59,2029,4788
province,Azua,female,55-59,2030,4856
province,Azua,female,60-64,2013,3130
province,Azua,female,60-64,2014,3260
province,Azua,female,60-64,2015,3396
province,Azua,female,60-64,2016,3443
province,Azua,female,60-64,2017,3492
province,Azua,female,60-64,2018,3543
province,Azua,female,60-64,2019,3600
province,Azua,female,60-64,2020,3659
province,Azua,female,60-64,2021,3714
province,Azua,female,60-64,2022,3770
province,Azua,female,60-64,2023,3826
province,Azua,female,60-64,2024,3884
province,Azua,female,60-64,2025,3942
province,Azua,female,60-64,2026,4002
province,Azua,female,60-64,2027,4061
province,Azua,female,60-64,2028,4122
province,Azua,female,60-64,2029,4178
province,Azua,female,60-64,2030,4231
province,Azua,female,65-69,2013,2359
province,Azua,female,65-69,2014,2430
province,Azua,female,65-69,2015,2502
province,Azua,female,65-69,2016,2616
province,Azua,female,65-69,2017,2734
province,Azua,female,65-69,2018,2853
province,Azua,female,65-69,2019,2979
province,Azua,female,65-69,2020,3110
province,Azua,female,65-69,2021,3158
province,Azua,female,65-69,2022,3208
province,Azua,female,65-69,2023,3260
province,Azua,female,65-69,2024,3318
province,Azua,female,65-69,2025,3378
province,Azua,female,65-69,2026,3433
province,Azua,female,65-69,2027,3490
province,Azua,female,65-69,2028,3548
province,Azua,female,65-69,2029,3607
province,Azua,female,65-69,2030,3666
province,Azua,female,70-74,2013,1791
province,Azua,female,70-74,2014,1825
province,Azua,female,70-74,2015,1857
province,Azua,female,70-74,2016,1918
province,Azua,female,70-74,2017,1982
province,Azua,female,70-74,2018,2046
province,Azua,female,70-74,2019,2114
province,Azua,female,70-74,2020,2184
province,Azua,female,70-74,2021,2291
province,Azua,female,70-74,2022,2402
province,Azua,female,70-74,2023,2514
province,Azua,female,70-74,2024,2633
province,Azua,female,70-74,2025,2756
province,Azua,female,70-74,2026,2804
province,Azua,female,70-74,2027,2855
province,Azua,female,70-74,2028,2908
province,Azua,female,70-74,2029,2965
province,Azua,female,70-74,2030,3026
province,Azua,female,75-79,2013,1271
province,Azua,female,75-79,2014,1295
province,Azua,female,75-79,2015,1319
province,Azua,female,75-79,2016,1355
province,Azua,female,75-79,2017,1391
province,Azua,female,75-79,2018,1426
province,Azua,female,75-79,2019,1460
province,Azua,female,75-79,2020,1493
province,Azua,female,75-79,2021,1549
province,Azua,female,75-79,2022,1606
province,Azua,female,75-79,2023,1666
province,Azua,female,75-79,2024,1728
province,Azua,female,75-79,2025,1792
province,Azua,female,75-79,2026,1888
province,Azua,female,75-79,2027,1987
province,Azua,female,75-79,2028,2087
province,Azua,female,75-79,2029,2195
province,Azua,female,75-79,2030,2306
province,Azua,female,80+,2013,1176
province,Azua,female,80+,2014,1239
province,Azua,female,80+,2015,1303
province,Azua,female,80+,2016,1361
province,Azua,female,80+,2017,1420
province,Azua,female,80+,2018,1481
province,Azua,female,80+,2019,1543
province,Azua,female,80+,2020,1607
province,Azua,female,80+,2021,1674
province,Azua,female,80+,2022,1741
province,Azua,female,80+,2023,1811
province,Azua,female,80+,2024,1880
province,Azua,female,80+,2025,1950
province,Azua,female,80+,2026,2037
province,Azua,female,80+,2027,2126
province,Azua,female,80+,2028,2217
province,Azua,female,80+,2029,2311
province,Azua,female,80+,2030,2407
province,Azua,male,0-4,2013,11985
province,Azua,male,0-4,2014,12038
province,Azua,male,0-4,2015,12091
province,Azua,male,0-4,2016,11917
province,Azua,male,0-4,2017,11742
province,Azua,male,0-4,2018,11568
province,Azua,male,0-4,2019,11392
province,Azua,male,0-4,2020,11216
province,Azua,male,0-4,2021,11035
province,Azua,male,0-4,2022,10853
province,Azua,male,0-4,2023,10671
province,Azua,male,0-4,2024,10488
province,Azua,male,0-4,2025,10305
province,Azua,male,0-4,2026,10130
province,Azua,male,0-4,2027,9955
province,Azua,male,0-4,2028,9780
province,Azua,male,0-4,2029,9605
province,Azua,male,0-4,2030,9429
province,Azua,male,10-14,2013,12475
province,Azua,male,10-14,2014,12343
province,Azua,male,10-14,2015,12211
province,Azua,male,10-14,2016,11956
province,Azua,male,10-14,2017,11701
province,Azua,male,10-14,2018,11446
province,Azua,male,10-14,2019,11190
province,Azua,male,10-14,2020,10933
province,Azua,male,10-14,2021,11001
province,Azua,male,10-14,2022,11069
province,Azua,male,10-14,2023,11137
province,Azua,male,10-14,2024,11204
province,Azua,male,10-14,2025,11271
province,Azua,male,10-14,2026,11105
province,Azua,male,10-14,2027,10938
province,Azua,male,10-14,2028,10771
province,Azua,male,10-14,2029,10603
province,Azua,male,10-14,2030,10435
province,Azua,male,15-19,2013,11963
province,Azua,male,15-19,2014,11898
province,Azua,male,15-19,2015,11832
province,Azua,male,15-19,2016,11716
province,Azua,male,15-19,2017,11599
province,Azua,male,15-19,2018,11481
province,Azua,male,15-19,2019,11363
province,Azua,male,15-19,2020,11243
province,Azua,male,15-19,2021,11004
province,Azua,male,15-19,2022,10764
province,Azua,male,15-19,2023,10524
province,Azua,male,15-19,2024,10283
province,Azua,male,15-19,2025,10042
province,Azua,male,15-19,2026,10123
province,Azua,male,15-19,2027,10204
province,Azua,male,15-19,2028,10285
province,Azua,male,15-19,2029,10365
province,Azua,male,15-19,2030,10445
province,Azua,male,20-24,2013,10499
province,Azua,male,20-24,2014,10463
province,Azua,male,20-24,2015,10427
province,Azua,male,20-24,2016,10388
province,Azua,male,20-24,2017,10348
province,Azua,male,20-24,2018,10308
province,Azua,male,20-24,2019,10267
province,Azua,male,20-24,2020,10225
province,Azua,male,20-24,2021,10129
province,Azua,male,20-24,2022,10031
province,Azua,male,20-24,2023,9934
province,Azua,male,20-24,2024,9835
province,Azua,male,20-24,2025,9735
province,Azua,male,20-24,2026,9516
province,Azua,male,20-24,2027,9297
province,Azua,male,20-24,2028,9078
province,Azua,male,20-24,2029,8858
province,Azua,male,20-24,2030,8638
province,Azua,male,25-29,2013,9286
province,Azua,male,25-29,2014,9421
province,Azua,male,25-29,2015,9555
province,Azua,male,25-29,2016,9530
province,Azua,male,25-29,2017,9505
province,Azua,male,25-29,2018,9481
province,Azua,male,25-29,2019,9455
province,Azua,male,25-29,2020,9430
province,Azua,male,25-29,2021,9407
province,Azua,male,25-29,2022,9383
province,Azua,male,25-29,2023,9359
province,Azua,male,25-29,2024,9334
province,Azua,male,25-29,2025,9308
province,Azua,male,25-29,2026,9223
province,Azua,male,25-29,2027,9137
province,Azua,male,25-29,2028,9050
province,Azua,male,25-29,2029,8962
province,Azua,male,25-29,2030,8874
province,Azua,male,30-34,2013,7862
province,Azua,male,30-34,2014,8014
province,Azua,male,30-34,2015,8151
province,Azua,male,30-34,2016,8290
province,Azua,male,30-34,2017,8428
province,Azua,male,30-34,2018,8567
province,Azua,male,30-34,2019,8705
province,Azua,male,30-34,2020,8843
province,Azua,male,30-34,2021,8826
province,Azua,male,30-34,2022,8809
province,Azua,male,30-34,2023,8792
province,Azua,male,30-34,2024,8774
province,Azua,male,30-34,2025,8757
province,Azua,male,30-34,2026,8744
province,Azua,male,30-34,2027,8730
province,Azua,male,30-34,2028,8716
province,Azua,male,30-34,2029,8702
province,Azua,male,30-34,2030,8686
province,Azua,male,35-39,2013,6773
province,Azua,male,35-39,2014,6812
province,Azua,male,35-39,2015,6844
province,Azua,male,35-39,2016,7019
province,Azua,male,35-39,2017,7189
province,Azua,male,35-39,2018,7381
province,Azua,male,35-39,2019,7538
province,Azua,male,35-39,2020,7680
province,Azua,male,35-39,2021,7821
province,Azua,male,35-39,2022,7961
province,Azua,male,35-39,2023,8101
province,Azua,male,35-39,2024,8242
province,Azua,male,35-39,2025,8382
province,Azua,male,35-39,2026,8369
province,Azua,male,35-39,2027,8357
province,Azua,male,35-39,2028,8344
province,Azua,male,35-39,2029,8331
province,Azua,male,35-39,2030,8318
province,Azua,male,40-44,2013,6117
province,Azua,male,40-44,2014,6192
province,Azua,male,40-44,2015,6262
province,Azua,male,40-44,2016,6319
province,Azua,male,40-44,2017,6372
province,Azua,male,40-44,2018,6428
province,Azua,male,40-44,2019,6470
province,Azua,male,40-44,2020,6505
province,Azua,male,40-44,2021,6681
province,Azua,male,40-44,2022,6853
province,Azua,male,40-44,2023,7045
province,Azua,male,40-44,2024,7203
province,Azua,male,40-44,2025,7348
province,Azua,male,40-44,2026,7489
province,Azua,male,40-44,2027,7629
province,Azua,male,40-44,2028,7770
province,Azua,male,40-44,2029,7910
province,Azua,male,40-44,2030,8051
province,Azua,male,45-49,2013,5463
province,Azua,male,45-49,2014,5514
province,Azua,male,45-49,2015,5562
province,Azua,male,45-49,2016,5651
province,Azua,male,45-49,2017,5736
province,Azua,male,45-49,2018,5822
province,Azua,male,45-49,2019,5899
province,Azua,male,45-49,2020,5971
province,Azua,male,45-49,2021,6030
province,Azua,male,45-49,2022,6085
province,Azua,male,45-49,2023,6142
province,Azua,male,45-49,2024,6186
province,Azua,male,45-49,2025,6224
province,Azua,male,45-49,2026,6399
province,Azua,male,45-49,2027,6570
province,Azua,male,45-49,2028,6762
province,Azua,male,45-49,2029,6920
province,Azua,male,45-49,2030,7065
province,Azua,male,5-9,2013,11987
province,Azua,male,5-9,2014,11722
province,Azua,male,5-9,2015,11456
province,Azua,male,5-9,2016,11515
