cuadro,vital_event,dim1_name,dim1_value,dim2_name,dim2_value,value,anomaly,sex
2.6,death,geography,Azua,deceased_age_band,10-14,1,,both
2.6,death,geography,Azua,deceased_age_band,15-19,7,,both
2.6,death,geography,Azua,deceased_age_band,20-24,12,,both
2.6,death,geography,Azua,deceased_age_band,25-29,12,,both
2.6,death,geography,Azua,deceased_age_band,30-34,21,,both
2.6,death,geography,Azua,deceased_age_band,35-39,16,,both
2.6,death,geography,Azua,deceased_age_band,40-44,26,,both
2.6,death,geography,Azua,deceased_age_band,45-49,23,,both
2.6,death,geography,Azua,deceased_age_band,50-54,51,,both
2.6,death,geography,Azua,deceased_age_band,55-59,59,,both
2.6,death,geography,Azua,deceased_age_band,60-64,61,,both
2.6,death,geography,Azua,deceased_age_band,65-69,81,,both
2.6,death,geography,Azua,deceased_age_band,70-74,108,,both
2.6,death,geography,Azua,deceased_age_band,75-79,83,,both
2.6,death,geography,Azua,deceased_age_band,80-84,73,,both
2.6,death,geography,Azua,deceased_age_band,85 y mas,164,,both
2.6,death,geography,Azua,deceased_age_band,No declarada,1,,both
2.6,death,geography,Elías Piña,deceased_age_band,TOTAL,184,,both
2.6,death,geography,Elías Piña,deceased_age_band,Menos de un ano,1,,both
2.6,death,geography,Elías Piña,deceased_age_band,1-4,2,,both
2.6,death,geography,Elías Piña,deceased_age_band,5-9,0,,both
2.6,death,geography,Elías Piña,deceased_age_band,10-14,1,,both
2.6,death,geography,Elías Piña,deceased_age_band,15-19,2,,both
2.6,death,geography,Elías Piña,deceased_age_band,20-24,5,,both
2.6,death,geography,Elías Piña,deceased_age_band,25-29,5,,both
2.6,death,geography,Elías Piña,deceased_age_band,30-34,5,,both
2.6,death,geography,Elías Piña,deceased_age_band,35-39,6,,both
2.6,death,geography,Elías Piña,deceased_age_band,40-44,4,,both
2.6,death,geography,Elías Piña,deceased_age_band,45-49,6,,both
2.6,death,geography,Elías Piña,deceased_age_band,50-54,9,,both
2.6,death,geography,Elías Piña,deceased_age_band,55-59,14,,both
2.6,death,geography,Elías Piña,deceased_age_band,60-64,12,,both
2.6,death,geography,Elías Piña,deceased_age_band,65-69,13,,both
2.6,death,geography,Elías Piña,deceased_age_band,70-74,13,,both
2.6,death,geography,Elías Piña,deceased_age_band,75-79,17,,both
2.6,death,geography,Elías Piña,deceased_age_band,80-84,25,,both
2.6,death,geography,Elías Piña,deceased_age_band,85 y mas,44,,both
2.6,death,geography,Elías Piña,deceased_age_band,No declarada,0,,both
2.6,death,geography,San Juan,deceased_age_band,TOTAL,932,,both
2.6,death,geography,San Juan,deceased_age_band,Menos de un ano,5,,both
2.6,death,geography,San Juan,deceased_age_band,1-4,1,,both
2.6,death,geography,San Juan,deceased_age_band,5-9,1,,both
2.6,death,geography,San Juan,deceased_age_band,10-14,2,,both
2.6,death,geography,San Juan,deceased_age_band,15-19,4,,both
2.6,death,geography,San Juan,deceased_age_band,20-24,19,,both
2.6,death,geography,San Juan,deceased_age_band,25-29,23,,both
2.6,death,geography,San Juan,deceased_age_band,30-34,26,,both
2.6,death,geography,San Juan,deceased_age_band,35-39,16,,both
2.6,death,geography,San Juan,deceased_age_band,40-44,34,,both
2.6,death,geography,San Juan,deceased_age_band,45-49,37,,both
2.6,death,geography,San Juan,deceased_age_band,50-54,52,,both
2.6,death,geography,San Juan,deceased_age_band,55-59,58,,both
2.6,death,geography,San Juan,deceased_age_band,60-64,70,,both
2.6,death,geography,San Juan,deceased_age_band,65-69,84,,both
2.6,death,geography,San Juan,deceased_age_band,70-74,85,,both
2.6,death,geography,San Juan,deceased_age_band,75-79,102,,both
2.6,death,geography,San Juan,deceased_age_band,80-84,97,,both
2.6,death,geography,San Juan,deceased_age_band,85 y mas,215,,both
2.6,death,geography,San Juan,deceased_age_band,No declarada,1,,both
2.6,death,geography,Región Yuma,deceased_age_band,TOTAL,2679,,both
2.6,death,geography,Región Yuma,deceased_age_band,Menos de un ano,36,,both
2.6,death,geography,Región Yuma,deceased_age_band,1-4,12,,both
2.6,death,geography,Región Yuma,deceased_age_band,5-9,7,,both
2.6,death,geography,Región Yuma,deceased_age_band,10-14,8,,both
2.6,death,geography,Región Yuma,deceased_age_band,15-19,36,,both
2.6,death,geography,Región Yuma,deceased_age_band,20-24,74,,both
2.6,death,geography,Región Yuma,deceased_age_band,25-29,79,,both
2.6,death,geography,Región Yuma,deceased_age_band,30-34,88,,both
2.6,death,geography,Región Yuma,deceased_age_band,35-39,93,,both
2.6,death,geography,Región Yuma,deceased_age_band,40-44,95,,both
2.6,death,geography,Región Yuma,deceased_age_band,45-49,132,,both
2.6,death,geography,Región Yuma,deceased_age_band,50-54,164,,both
2.6,death,geography,Región Yuma,deceased_age_band,55-59,179,,both
2.6,death,geography,Región Yuma,deceased_age_band,60-64,215,,both
2.6,death,geography,Región Yuma,deceased_age_band,65-69,266,,both
2.6,death,geography,Región Yuma,deceased_age_band,70-74,268,,both
2.6,death,geography,Región Yuma,deceased_age_band,75-79,272,,both
2.6,death,geography,Región Yuma,deceased_age_band,80-84,241,,both
2.6,death,geography,Región Yuma,deceased_age_band,85 y mas,405,,both
2.6,death,geography,Región Yuma,deceased_age_band,No declarada,9,,both
2.6,death,geography,El Seibo,deceased_age_band,TOTAL,276,,both
2.6,death,geography,El Seibo,deceased_age_band,Menos de un ano,0,,both
2.6,death,geography,El Seibo,deceased_age_band,1-4,1,,both
2.6,death,geography,El Seibo,deceased_age_band,5-9,2,,both
2.6,death,geography,El Seibo,deceased_age_band,10-14,1,,both
2.6,death,geography,El Seibo,deceased_age_band,15-19,4,,both
2.6,death,geography,El Seibo,deceased_age_band,20-24,3,,both
2.6,death,geography,El Seibo,deceased_age_band,25-29,9,,both
2.6,death,geography,El Seibo,deceased_age_band,30-34,9,,both
2.6,death,geography,El Seibo,deceased_age_band,35-39,6,,both
2.6,death,geography,El Seibo,deceased_age_band,40-44,7,,both
2.6,death,geography,El Seibo,deceased_age_band,45-49,13,,both
2.6,death,geography,El Seibo,deceased_age_band,50-54,13,,both
2.6,death,geography,El Seibo,deceased_age_band,55-59,23,,both
2.6,death,geography,El Seibo,deceased_age_band,60-64,16,,both
2.6,death,geography,El Seibo,deceased_age_band,65-69,23,,both
2.6,death,geography,El Seibo,deceased_age_band,70-74,32,,both
2.6,death,geography,El Seibo,deceased_age_band,75-79,35,,both
2.6,death,geography,El Seibo,deceased_age_band,80-84,26,,both
2.6,death,geography,El Seibo,deceased_age_band,85 y mas,53,,both
2.6,death,geography,El Seibo,deceased_age_band,No declarada,0,,both
2.6,death,geography,La Altagracia,deceased_age_band,TOTAL,1387,,both
2.6,death,geography,La Altagracia,deceased_age_band,Menos de un ano,26,,both
2.6,death,geography,La Altagracia,deceased_age_band,1-4,6,,both
2.6,death,geography,La Altagracia,deceased_age_band,5-9,4,,both
2.6,death,geography,La Altagracia,deceased_age_band,10-14,6,,both
2.6,death,geography,La Altagracia,deceased_age_band,15-19,17,,both
2.6,death,geography,La Altagracia,deceased_age_band,20-24,39,,both
2.6,death,geography,La Altagracia,deceased_age_band,25-29,41,,both
2.6,death,geography,La Altagracia,deceased_age_band,30-34,50,,both
2.6,death,geography,La Altagracia,deceased_age_band,35-39,50,,both
2.6,death,geography,La Altagracia,deceased_age_band,40-44,64,,both
2.6,death,geography,La Altagracia,deceased_age_band,45-49,68,,both
2.6,death,geography,La Altagracia,deceased_age_band,50-54,86,,both
2.6,death,geography,La Altagracia,deceased_age_band,55-59,90,,both
2.6,death,geography,La Altagracia,deceased_age_band,60-64,118,,both
2.6,death,geography,La Altagracia,deceased_age_band,65-69,128,,both
2.6,death,geography,La Altagracia,deceased_age_band,70-74,133,,both
2.6,death,geography,La Altagracia,deceased_age_band,75-79,148,,both
2.6,death,geography,La Altagracia,deceased_age_band,80-84,125,,both
2.6,death,geography,La Altagracia,deceased_age_band,85 y mas,184,,both
2.6,death,geography,La Altagracia,deceased_age_band,No declarada,4,,both
2.6,death,geography,La Romana,deceased_age_band,TOTAL,1016,,both
2.6,death,geography,La Romana,deceased_age_band,Menos de un ano,10,,both
2.6,death,geography,La Romana,deceased_age_band,1-4,5,,both
2.6,death,geography,La Romana,deceased_age_band,5-9,1,,both
2.6,death,geography,La Romana,deceased_age_band,10-14,1,,both
2.6,death,geography,La Romana,deceased_age_band,15-19,15,,both
2.6,death,geography,La Romana,deceased_age_band,20-24,32,,both
2.6,death,geography,La Romana,deceased_age_band,25-29,29,,both
2.6,death,geography,La Romana,deceased_age_band,30-34,29,,both
2.6,death,geography,La Romana,deceased_age_band,35-39,37,,both
2.6,death,geography,La Romana,deceased_age_band,40-44,24,,both
2.6,death,geography,La Romana,deceased_age_band,45-49,51,,both
2.6,death,geography,La Romana,deceased_age_band,50-54,65,,both
2.6,death,geography,La Romana,deceased_age_band,55-59,66,,both
2.6,death,geography,La Romana,deceased_age_band,60-64,81,,both
2.6,death,geography,La Romana,deceased_age_band,65-69,115,,both
2.6,death,geography,La Romana,deceased_age_band,70-74,103,,both
2.6,death,geography,La Romana,deceased_age_band,75-79,89,,both
2.6,death,geography,La Romana,deceased_age_band,80-84,90,,both
2.6,death,geography,La Romana,deceased_age_band,85 y mas,168,,both
2.6,death,geography,La Romana,deceased_age_band,No declarada,5,,both
2.6,death,geography,Región Higuamo,deceased_age_band,TOTAL,2636,,both
2.6,death,geography,Región Higuamo,deceased_age_band,Menos de un ano,36,,both
2.6,death,geography,Región Higuamo,deceased_age_band,1-4,4,,both
2.6,death,geography,Región Higuamo,deceased_age_band,5-9,9,,both
2.6,death,geography,Región Higuamo,deceased_age_band,10-14,10,,both
2.6,death,geography,Región Higuamo,deceased_age_band,15-19,36,,both
2.6,death,geography,Región Higuamo,deceased_age_band,20-24,62,,both
2.6,death,geography,Región Higuamo,deceased_age_band,25-29,52,,both
2.6,death,geography,Región Higuamo,deceased_age_band,30-34,79,,both
2.6,death,geography,Región Higuamo,deceased_age_band,35-39,77,,both
2.6,death,geography,Región Higuamo,deceased_age_band,40-44,77,,both
2.6,death,geography,Región Higuamo,deceased_age_band,45-49,99,,both
2.6,death,geography,Región Higuamo,deceased_age_band,50-54,131,,both
2.6,death,geography,Región Higuamo,deceased_age_band,55-59,177,,both
2.6,death,geography,Región Higuamo,deceased_age_band,60-64,219,,both
2.6,death,geography,Región Higuamo,deceased_age_band,65-69,266,,both
2.6,death,geography,Región Higuamo,deceased_age_band,70-74,278,,both
2.6,death,geography,Región Higuamo,deceased_age_band,75-79,295,,both
2.6,death,geography,Región Higuamo,deceased_age_band,80-84,244,,both
2.6,death,geography,Región Higuamo,deceased_age_band,85 y mas,463,,both
2.6,death,geography,Región Higuamo,deceased_age_band,No declarada,22,,both
2.6,death,geography,San Pedro de Macorís,deceased_age_band,TOTAL,1286,,both
2.6,death,geography,San Pedro de Macorís,deceased_age_band,Menos de un ano,22,,both
2.6,death,geography,San Pedro de Macorís,deceased_age_band,1-4,1,,both
2.6,death,geography,San Pedro de Macorís,deceased_age_band,5-9,5,,both
2.6,death,geography,San Pedro de Macorís,deceased_age_band,10-14,5,,both
2.6,death,geography,San Pedro de Macorís,deceased_age_band,15-19,18,,both
2.6,death,geography,San Pedro de Macorís,deceased_age_band,20-24,31,,both
2.6,death,geography,San Pedro de Macorís,deceased_age_band,25-29,16,,both
2.6,death,geography,San Pedro de Macorís,deceased_age_band,30-34,45,,both
2.6,death,geography,San Pedro de Macorís,deceased_age_band,35-39,41,,both
2.6,death,geography,San Pedro de Macorís,deceased_age_band,40-44,39,,both
2.6,death,geography,San Pedro de Macorís,deceased_age_band,45-49,61,,both
2.6,death,geography,San Pedro de Macorís,deceased_age_band,50-54,80,,both
2.6,death,geography,San Pedro de Macorís,deceased_age_band,55-59,99,,both
2.6,death,geography,San Pedro de Macorís,deceased_age_band,60-64,108,,both
2.6,death,geography,San Pedro de Macorís,deceased_age_band,65-69,124,,both
2.6,death,geography,San Pedro de Macorís,deceased_age_band,70-74,132,,both
2.6,death,geography,San Pedro de Macorís,deceased_age_band,75-79,135,,both
2.6,death,geography,San Pedro de Macorís,deceased_age_band,80-84,110,,both
2.6,death,geography,San Pedro de Macorís,deceased_age_band,85 y mas,213,,both
2.6,death,geography,San Pedro de Macorís,deceased_age_band,No declarada,1,,both
2.6,death,geography,Monte Plata,deceased_age_band,TOTAL,954,,both
2.6,death,geography,Monte Plata,deceased_age_band,Menos de un ano,11,,both
2.6,death,geography,Monte Plata,deceased_age_band,1-4,1,,both
2.6,death,geography,Monte Plata,deceased_age_band,5-9,3,,both
2.6,death,geography,Monte Plata,deceased_age_band,10-14,2,,both
2.6,death,geography,Monte Plata,deceased_age_band,15-19,10,,both
2.6,death,geography,Monte Plata,deceased_age_band,20-24,19,,both
2.6,death,geography,Monte Plata,deceased_age_band,25-29,26,,both
2.6,death,geography,Monte Plata,deceased_age_band,30-34,23,,both
2.6,death,geography,Monte Plata,deceased_age_band,35-39,32,,both
2.6,death,geography,Monte Plata,deceased_age_band,40-44,27,,both
2.6,death,geography,Monte Plata,deceased_age_band,45-49,20,,both
2.6,death,geography,Monte Plata,deceased_age_band,50-54,37,,both
2.6,death,geography,Monte Plata,deceased_age_band,55-59,58,,both
2.6,death,geography,Monte Plata,deceased_age_band,60-64,75,,both
2.6,death,geography,Monte Plata,deceased_age_band,65-69,94,,both
2.6,death,geography,Monte Plata,deceased_age_band,70-74,108,,both
2.6,death,geography,Monte Plata,deceased_age_band,75-79,116,,both
2.6,death,geography,Monte Plata,deceased_age_band,80-84,104,,both
2.6,death,geography,Monte Plata,deceased_age_band,85 y mas,170,,both
2.6,death,geography,Monte Plata,deceased_age_band,No declarada,18,,both
2.6,death,geography,Hato Mayor,deceased_age_band,TOTAL,396,,both
2.6,death,geography,Hato Mayor,deceased_age_band,Menos de un ano,3,,both
2.6,death,geography,Hato Mayor,deceased_age_band,1-4,2,,both
2.6,death,geography,Hato Mayor,deceased_age_band,5-9,1,,both
2.6,death,geography,Hato Mayor,deceased_age_band,10-14,3,,both
2.6,death,geography,Hato Mayor,deceased_age_band,15-19,8,,both
2.6,death,geography,Hato Mayor,deceased_age_band,20-24,12,,both
2.6,death,geography,Hato Mayor,deceased_age_band,25-29,10,,both
2.6,death,geography,Hato Mayor,deceased_age_band,30-34,11,,both
2.6,death,geography,Hato Mayor,deceased_age_band,35-39,4,,both
2.6,death,geography,Hato Mayor,deceased_age_band,40-44,11,,both
2.6,death,geography,Hato Mayor,deceased_age_band,45-49,18,,both
2.6,death,geography,Hato Mayor,deceased_age_band,50-54,14,,both
2.6,death,geography,Hato Mayor,deceased_age_band,55-59,20,,both
2.6,death,geography,Hato Mayor,deceased_age_band,60-64,36,,both
2.6,death,geography,Hato Mayor,deceased_age_band,65-69,48,,both
2.6,death,geography,Hato Mayor,deceased_age_band,70-74,38,,both
2.6,death,geography,Hato Mayor,deceased_age_band,75-79,44,,both
2.6,death,geography,Hato Mayor,deceased_age_band,80-84,30,,both
2.6,death,geography,Hato Mayor,deceased_age_band,85 y mas,80,,both
2.6,death,geography,Hato Mayor,deceased_age_band,No declarada,3,,both
2.6,death,geography,Total en el pais,deceased_age_band,TOTAL,25213,,male
2.6,death,geography,Total en el pais,deceased_age_band,Menos de un ano,358,,male
2.6,death,geography,Total en el pais,deceased_age_band,1-4,75,,male
2.6,death,geography,Total en el pais,deceased_age_band,5-9,58,,male
2.6,death,geography,Total en el pais,deceased_age_band,10-14,63,,male
2.6,death,geography,Total en el pais,deceased_age_band,15-19,309,,male
2.6,death,geography,Total en el pais,deceased_age_band,20-24,654,,male
2.6,death,geography,Total en el pais,deceased_age_band,25-29,713,,male
2.6,death,geography,Total en el pais,deceased_age_band,30-34,725,,male
2.6,death,geography,Total en el pais,deceased_age_band,35-39,734,,male
2.6,death,geography,Total en el pais,deceased_age_band,40-44,843,,male
2.6,death,geography,Total en el pais,deceased_age_band,45-49,1013,,male
2.6,death,geography,Total en el pais,deceased_age_band,50-54,1439,,male
2.6,death,geography,Total en el pais,deceased_age_band,55-59,1877,,male
2.6,death,geography,Total en el pais,deceased_age_band,60-64,2244,,male
2.6,death,geography,Total en el pais,deceased_age_band,65-69,2603,,male
2.6,death,geography,Total en el pais,deceased_age_band,70-74,2682,,male
2.6,death,geography,Total en el pais,deceased_age_band,75-79,2680,,male
2.6,death,geography,Total en el pais,deceased_age_band,80-84,2291,,male
2.6,death,geography,Total en el pais,deceased_age_band,85 y mas,3796,,male
2.6,death,geography,Total en el pais,deceased_age_band,No declarada,56,,male
2.6,death,geography,Región Ozama,deceased_age_band,TOTAL,7706,,male
2.6,death,geography,Región Ozama,deceased_age_band,Menos de un ano,100,,male
2.6,death,geography,Región Ozama,deceased_age_band,1-4,29,,male
2.6,death,geography,Región Ozama,deceased_age_band,5-9,19,,male
2.6,death,geography,Región Ozama,deceased_age_band,10-14,17,,male
2.6,death,geography,Región Ozama,deceased_age_band,15-19,71,,male
2.6,death,geography,Región Ozama,deceased_age_band,20-24,200,,male
2.6,death,geography,Región Ozama,deceased_age_band,25-29,219,,male
2.6,death,geography,Región Ozama,deceased_age_band,30-34,225,,male
2.6,death,geography,Región Ozama,deceased_age_band,35-39,226,,male
2.6,death,geography,Región Ozama,deceased_age_band,40-44,268,,male
2.6,death,geography,Región Ozama,deceased_age_band,45-49,328,,male
2.6,death,geography,Región Ozama,deceased_age_band,50-54,450,,male
2.6,death,geography,Región Ozama,deceased_age_band,55-59,617,,male
2.6,death,geography,Región Ozama,deceased_age_band,60-64,748,,male
2.6,death,geography,Región Ozama,deceased_age_band,65-69,808,,male
2.6,death,geography,Región Ozama,deceased_age_band,70-74,850,,male
2.6,death,geography,Región Ozama,deceased_age_band,75-79,843,,male
2.6,death,geography,Región Ozama,deceased_age_band,80-84,690,,male
2.6,death,geography,Región Ozama,deceased_age_band,85 y mas,993,,male
2.6,death,geography,Región Ozama,deceased_age_band,No declarada,5,,male
2.6,death,geography,Distrito Nacional,deceased_age_band,TOTAL,3447,,male
2.6,death,geography,Distrito Nacional,deceased_age_band,Menos de un ano,48,,male
2.6,death,geography,Distrito Nacional,deceased_age_band,1-4,7,,male
2.6,death,geography,Distrito Nacional,deceased_age_band,5-9,8,,male
2.6,death,geography,Distrito Nacional,deceased_age_band,10-14,4,,male
2.6,death,geography,Distrito Nacional,deceased_age_band,15-19,14,,male
2.6,death,geography,Distrito Nacional,deceased_age_band,20-24,44,,male
2.6,death,geography,Distrito Nacional,deceased_age_band,25-29,49,,male
2.6,death,geography,Distrito Nacional,deceased_age_band,30-34,82,,male
2.6,death,geography,Distrito Nacional,deceased_age_band,35-39,92,,male
2.6,death,geography,Distrito Nacional,deceased_age_band,40-44,122,,male
2.6,death,geography,Distrito Nacional,deceased_age_band,45-49,140,,male
2.6,death,geography,Distrito Nacional,deceased_age_band,50-54,194,,male
2.6,death,geography,Distrito Nacional,deceased_age_band,55-59,293,,male
2.6,death,geography,Distrito Nacional,deceased_age_band,60-64,382,,male
2.6,death,geography,Distrito Nacional,deceased_age_band,65-69,382,,male
2.6,death,geography,Distrito Nacional,deceased_age_band,70-74,379,,male
2.6,death,geography,Distrito Nacional,deceased_age_band,75-79,381,,male
2.6,death,geography,Distrito Nacional,deceased_age_band,80-84,327,,male
2.6,death,geography,Distrito Nacional,deceased_age_band,85 y mas,497,,male
2.6,death,geography,Distrito Nacional,deceased_age_band,No declarada,2,,male
2.6,death,geography,Santo Domingo,deceased_age_band,TOTAL,4259,,male
2.6,death,geography,Santo Domingo,deceased_age_band,Menos de un ano,52,,male
2.6,death,geography,Santo Domingo,deceased_age_band,1-4,22,,male
2.6,death,geography,Santo Domingo,deceased_age_band,5-9,11,,male
2.6,death,geography,Santo Domingo,deceased_age_band,10-14,13,,male
2.6,death,geography,Santo Domingo,deceased_age_band,15-19,57,,male
2.6,death,geography,Santo Domingo,deceased_age_band,20-24,156,,male
2.6,death,geography,Santo Domingo,deceased_age_band,25-29,170,,male
2.6,death,geography,Santo Domingo,deceased_age_band,30-34,143,,male
2.6,death,geography,Santo Domingo,deceased_age_band,35-39,134,,male
2.6,death,geography,Santo Domingo,deceased_age_band,40-44,146,,male
2.6,death,geography,Santo Domingo,deceased_age_band,45-49,188,,male
2.6,death,geography,Santo Domingo,deceased_age_band,50-54,256,,male
2.6,death,geography,Santo Domingo,deceased_age_band,55-59,324,,male
2.6,death,geography,Santo Domingo,deceased_age_band,60-64,366,,male
2.6,death,geography,Santo Domingo,deceased_age_band,65-69,426,,male
2.6,death,geography,Santo Domingo,deceased_age_band,70-74,471,,male
2.6,death,geography,Santo Domingo,deceased_age_band,75-79,462,,male
2.6,death,geography,Santo Domingo,deceased_age_band,80-84,363,,male
2.6,death,geography,Santo Domingo,deceased_age_band,85 y mas,496,,male
2.6,death,geography,Santo Domingo,deceased_age_band,No declarada,3,,male
2.6,death,geography,Región Cibao Norte,deceased_age_band,TOTAL,4460,,male
2.6,death,geography,Región Cibao Norte,deceased_age_band,Menos de un ano,69,,male
2.6,death,geography,Región Cibao Norte,deceased_age_band,1-4,10,,male
2.6,death,geography,Región Cibao Norte,deceased_age_band,5-9,14,,male
2.6,death,geography,Región Cibao Norte,deceased_age_band,10-14,14,,male
2.6,death,geography,Región Cibao Norte,deceased_age_band,15-19,53,,male
2.6,death,geography,Región Cibao Norte,deceased_age_band,20-24,97,,male
2.6,death,geography,Región Cibao Norte,deceased_age_band,25-29,107,,male
2.6,death,geography,Región Cibao Norte,deceased_age_band,30-34,109,,male
2.6,death,geography,Región Cibao Norte,deceased_age_band,35-39,124,,male
2.6,death,geography,Región Cibao Norte,deceased_age_band,40-44,141,,male
2.6,death,geography,Región Cibao Norte,deceased_age_band,45-49,163,,male
2.6,death,geography,Región Cibao Norte,deceased_age_band,50-54,246,,male
2.6,death,geography,Región Cibao Norte,deceased_age_band,55-59,324,,male
2.6,death,geography,Región Cibao Norte,deceased_age_band,60-64,419,,male
2.6,death,geography,Región Cibao Norte,deceased_age_band,65-69,442,,male
2.6,death,geography,Región Cibao Norte,deceased_age_band,70-74,460,,male
2.6,death,geography,Región Cibao Norte,deceased_age_band,75-79,476,,male
2.6,death,geography,Región Cibao Norte,deceased_age_band,80-84,432,,male
2.6,death,geography,Región Cibao Norte,deceased_age_band,85 y mas,747,,male
2.6,death,geography,Región Cibao Norte,deceased_age_band,No declarada,13,,male
2.6,death,geography,Espaillat,deceased_age_band,TOTAL,794,,male
2.6,death,geography,Espaillat,deceased_age_band,Menos de un ano,4,,male
2.6,death,geography,Espaillat,deceased_age_band,1-4,2,,male
2.6,death,geography,Espaillat,deceased_age_band,5-9,3,,male
2.6,death,geography,Espaillat,deceased_age_band,10-14,1,,male
2.6,death,geography,Espaillat,deceased_age_band,15-19,12,,male
2.6,death,geography,Espaillat,deceased_age_band,20-24,17,,male
2.6,death,geography,Espaillat,deceased_age_band,25-29,20,,male
2.6,death,geography,Espaillat,deceased_age_band,30-34,16,,male
2.6,death,geography,Espaillat,deceased_age_band,35-39,22,,male
2.6,death,geography,Espaillat,deceased_age_band,40-44,32,,male
2.6,death,geography,Espaillat,deceased_age_band,45-49,38,,male
2.6,death,geography,Espaillat,deceased_age_band,50-54,38,,male
2.6,death,geography,Espaillat,deceased_age_band,55-59,63,,male
2.6,death,geography,Espaillat,deceased_age_band,60-64,68,,male
2.6,death,geography,Espaillat,deceased_age_band,65-69,71,,male
2.6,death,geography,Espaillat,deceased_age_band,70-74,78,,male
2.6,death,geography,Espaillat,deceased_age_band,75-79,86,,male
2.6,death,geography,Espaillat,deceased_age_band,80-84,84,,male
2.6,death,geography,Espaillat,deceased_age_band,85 y mas,135,,male
2.6,death,geography,Espaillat,deceased_age_band,No declarada,4,,male
2.6,death,geography,Puerto Plata,deceased_age_band,TOTAL,973,,male
2.6,death,geography,Puerto Plata,deceased_age_band,Menos de un ano,6,,male
2.6,death,geography,Puerto Plata,deceased_age_band,1-4,2,,male
2.6,death,geography,Puerto Plata,deceased_age_band,5-9,2,,male
2.6,death,geography,Puerto Plata,deceased_age_band,10-14,2,,male
2.6,death,geography,Puerto Plata,deceased_age_band,15-19,19,,male
2.6,death,geography,Puerto Plata,deceased_age_band,20-24,19,,male
2.6,death,geography,Puerto Plata,deceased_age_band,25-29,17,,male
2.6,death,geography,Puerto Plata,deceased_age_band,30-34,25,,male
2.6,death,geography,Puerto Plata,deceased_age_band,35-39,33,,male
2.6,death,geography,Puerto Plata,deceased_age_band,40-44,28,,male
2.6,death,geography,Puerto Plata,deceased_age_band,45-49,34,,male
2.6,death,geography,Puerto Plata,deceased_age_band,50-54,46,,male
2.6,death,geography,Puerto Plata,deceased_age_band,55-59,75,,male
2.6,death,geography,Puerto Plata,deceased_age_band,60-64,80,,male
2.6,death,geography,Puerto Plata,deceased_age_band,65-69,93,,male
2.6,death,geography,Puerto Plata,deceased_age_band,70-74,102,,male
2.6,death,geography,Puerto Plata,deceased_age_band,75-79,117,,male
2.6,death,geography,Puerto Plata,deceased_age_band,80-84,102,,male
2.6,death,geography,Puerto Plata,deceased_age_band,85 y mas,167,,male
2.6,death,geography,Puerto Plata,deceased_age_band,No declarada,4,,male
2.6,death,geography,Santiago,deceased_age_band,TOTAL,2693,,male
2.6,death,geography,Santiago,deceased_age_band,Menos de un ano,59,,male
2.6,death,geography,Santiago,deceased_age_band,1-4,6,,male
2.6,death,geography,Santiago,deceased_age_band,5-9,9,,male
2.6,death,geography,Santiago,deceased_age_band,10-14,11,,male
2.6,death,geography,Santiago,deceased_age_band,15-19,22,,male
2.6,death,geography,Santiago,deceased_age_band,20-24,61,,male
2.6,death,geography,Santiago,deceased_age_band,25-29,70,,male
2.6,death,geography,Santiago,deceased_age_band,30-34,68,,male
2.6,death,geography,Santiago,deceased_age_band,35-39,69,,male
2.6,death,geography,Santiago,deceased_age_band,40-44,81,,male
2.6,death,geography,Santiago,deceased_age_band,45-49,91,,male
2.6,death,geography,Santiago,deceased_age_band,50-54,162,,male
2.6,death,geography,Santiago,deceased_age_band,55-59,186,,male
2.6,death,geography,Santiago,deceased_age_band,60-64,271,,male
2.6,death,geography,Santiago,deceased_age_band,65-69,278,,male
2.6,death,geography,Santiago,deceased_age_band,70-74,280,,male
2.6,death,geography,Santiago,deceased_age_band,75-79,273,,male
2.6,death,geography,Santiago,deceased_age_band,80-84,246,,male
2.6,death,geography,Santiago,deceased_age_band,85 y mas,445,,male
2.6,death,geography,Santiago,deceased_age_band,No declarada,5,,male
2.6,death,geography,Región Cibao Sur,deceased_age_band,TOTAL,2284,,male
2.6,death,geography,Región Cibao Sur,deceased_age_band,Menos de un ano,32,,male
2.6,death,geography,Región Cibao Sur,deceased_age_band,1-4,10,,male
2.6,death,geography,Región Cibao Sur,deceased_age_band,5-9,5,,male
2.6,death,geography,Región Cibao Sur,deceased_age_band,10-14,7,,male
2.6,death,geography,Región Cibao Sur,deceased_age_band,15-19,27,,male
2.6,death,geography,Región Cibao Sur,deceased_age_band,20-24,51,,male
2.6,death,geography,Región Cibao Sur,deceased_age_band,25-29,71,,male
2.6,death,geography,Región Cibao Sur,deceased_age_band,30-34,53,,male
2.6,death,geography,Región Cibao Sur,deceased_age_band,35-39,58,,male
2.6,death,geography,Región Cibao Sur,deceased_age_band,40-44,77,,male
2.6,death,geography,Región Cibao Sur,deceased_age_band,45-49,93,,male
2.6,death,geography,Región Cibao Sur,deceased_age_band,50-54,123,,male
2.6,death,geography,Región Cibao Sur,deceased_age_band,55-59,168,,male
2.6,death,geography,Región Cibao Sur,deceased_age_band,60-64,187,,male
2.6,death,geography,Región Cibao Sur,deceased_age_band,65-69,252,,male
2.6,death,geography,Región Cibao Sur,deceased_age_band,70-74,240,,male
2.6,death,geography,Región Cibao Sur,deceased_age_band,75-79,252,,male
