cuadro,vital_event,dim1_name,dim1_value,dim2_name,dim2_value,value,anomaly,sex
4.6,divorce,geography,Peravia,month,Noviembre,17,,
4.6,divorce,geography,Peravia,month,Diciembre,23,,
4.6,divorce,geography,Región Valdesia,month,TOTAL,1260,,
4.6,divorce,geography,Región Valdesia,month,Enero,104,,
4.6,divorce,geography,Región Valdesia,month,Febrero,93,,
4.6,divorce,geography,Región Valdesia,month,Marzo,88,,
4.6,divorce,geography,Región Valdesia,month,Abril,90,,
4.6,divorce,geography,Región Valdesia,month,Mayo,121,,
4.6,divorce,geography,Región Valdesia,month,Junio,129,,
4.6,divorce,geography,Región Valdesia,month,Julio,124,,
4.6,divorce,geography,Región Valdesia,month,Agosto,112,,
4.6,divorce,geography,Región Valdesia,month,Septiembre,109,,
4.6,divorce,geography,Región Valdesia,month,Octubre,114,,
4.6,divorce,geography,Región Valdesia,month,Noviembre,89,,
4.6,divorce,geography,Región Valdesia,month,Diciembre,87,,
4.6,divorce,geography,Valverde,month,TOTAL,738,,
4.6,divorce,geography,Valverde,month,Enero,56,,
4.6,divorce,geography,Valverde,month,Febrero,35,,
4.6,divorce,geography,Valverde,month,Marzo,55,,
4.6,divorce,geography,Valverde,month,Abril,61,,
4.6,divorce,geography,Valverde,month,Mayo,97,,
4.6,divorce,geography,Valverde,month,Junio,61,,
4.6,divorce,geography,Valverde,month,Julio,71,,
4.6,divorce,geography,Valverde,month,Agosto,74,,
4.6,divorce,geography,Valverde,month,Septiembre,57,,
4.6,divorce,geography,Valverde,month,Octubre,50,,
4.6,divorce,geography,Valverde,month,Noviembre,59,,
4.6,divorce,geography,Valverde,month,Diciembre,62,,
4.6,divorce,geography,Santiago Rodríguez,month,TOTAL,190,,
4.6,divorce,geography,Santiago Rodríguez,month,Enero,20,,
4.6,divorce,geography,Santiago Rodríguez,month,Febrero,8,,
4.6,divorce,geography,Santiago Rodríguez,month,Marzo,21,,
4.6,divorce,geography,Santiago Rodríguez,month,Abril,10,,
4.6,divorce,geography,Santiago Rodríguez,month,Mayo,21,,
4.6,divorce,geography,Santiago Rodríguez,month,Junio,13,,
4.6,divorce,geography,Santiago Rodríguez,month,Julio,19,,
4.6,divorce,geography,Santiago Rodríguez,month,Agosto,9,,
4.6,divorce,geography,Santiago Rodríguez,month,Septiembre,21,,
4.6,divorce,geography,Santiago Rodríguez,month,Octubre,14,,
4.6,divorce,geography,Santiago Rodríguez,month,Noviembre,19,,
4.6,divorce,geography,Santiago Rodríguez,month,Diciembre,15,,
4.6,divorce,geography,Monte Cristi,month,TOTAL,181,,
4.6,divorce,geography,Monte Cristi,month,Enero,8,,
4.6,divorce,geography,Monte Cristi,month,Febrero,14,,
4.6,divorce,geography,Monte Cristi,month,Marzo,11,,
4.6,divorce,geography,Monte Cristi,month,Abril,14,,
4.6,divorce,geography,Monte Cristi,month,Mayo,18,,
4.6,divorce,geography,Monte Cristi,month,Junio,16,,
4.6,divorce,geography,Monte Cristi,month,Julio,16,,
4.6,divorce,geography,Monte Cristi,month,Agosto,18,,
4.6,divorce,geography,Monte Cristi,month,Septiembre,24,,
4.6,divorce,geography,Monte Cristi,month,Octubre,12,,
4.6,divorce,geography,Monte Cristi,month,Noviembre,16,,
4.6,divorce,geography,Monte Cristi,month,Diciembre,14,,
4.6,divorce,geography,Dajabón,month,TOTAL,110,,
4.6,divorce,geography,Dajabón,month,Enero,9,,
4.6,divorce,geography,Dajabón,month,Febrero,3,,
4.6,divorce,geography,Dajabón,month,Marzo,14,,
4.6,divorce,geography,Dajabón,month,Abril,6,,
4.6,divorce,geography,Dajabón,month,Mayo,6,,
4.6,divorce,geography,Dajabón,month,Junio,11,,
4.6,divorce,geography,Dajabón,month,Julio,19,,
4.6,divorce,geography,Dajabón,month,Agosto,7,,
4.6,divorce,geography,Dajabón,month,Septiembre,6,,
4.6,divorce,geography,Dajabón,month,Octubre,12,,
4.6,divorce,geography,Dajabón,month,Noviembre,10,,
4.6,divorce,geography,Dajabón,month,Diciembre,7,,
4.6,divorce,geography,Región Cibao Noroeste,month,TOTAL,1219,,
4.6,divorce,geography,Región Cibao Noroeste,month,Enero,93,,
4.6,divorce,geography,Región Cibao Noroeste,month,Febrero,60,,
4.6,divorce,geography,Región Cibao Noroeste,month,Marzo,101,,
4.6,divorce,geography,Región Cibao Noroeste,month,Abril,91,,
4.6,divorce,geography,Región Cibao Noroeste,month,Mayo,142,,
4.6,divorce,geography,Región Cibao Noroeste,month,Junio,101,,
4.6,divorce,geography,Región Cibao Noroeste,month,Julio,125,,
4.6,divorce,geography,Región Cibao Noroeste,month,Agosto,108,,
4.6,divorce,geography,Región Cibao Noroeste,month,Septiembre,108,,
4.6,divorce,geography,Región Cibao Noroeste,month,Octubre,88,,
4.6,divorce,geography,Región Cibao Noroeste,month,Noviembre,104,,
4.6,divorce,geography,Región Cibao Noroeste,month,Diciembre,98,,
4.6,divorce,geography,Samaná,month,TOTAL,169,,
4.6,divorce,geography,Samaná,month,Enero,15,,
4.6,divorce,geography,Samaná,month,Febrero,9,,
4.6,divorce,geography,Samaná,month,Marzo,12,,
4.6,divorce,geography,Samaná,month,Abril,13,,
4.6,divorce,geography,Samaná,month,Mayo,20,,
4.6,divorce,geography,Samaná,month,Junio,12,,
4.6,divorce,geography,Samaná,month,Julio,18,,
4.6,divorce,geography,Samaná,month,Agosto,15,,
4.6,divorce,geography,Samaná,month,Septiembre,22,,
4.6,divorce,geography,Samaná,month,Octubre,13,,
4.6,divorce,geography,Samaná,month,Noviembre,11,,
4.6,divorce,geography,Samaná,month,Diciembre,9,,
4.6,divorce,geography,Hermanas Mirabal,month,TOTAL,310,,
4.6,divorce,geography,Hermanas Mirabal,month,Enero,29,,
4.6,divorce,geography,Hermanas Mirabal,month,Febrero,25,,
4.6,divorce,geography,Hermanas Mirabal,month,Marzo,30,,
4.6,divorce,geography,Hermanas Mirabal,month,Abril,16,,
4.6,divorce,geography,Hermanas Mirabal,month,Mayo,36,,
4.6,divorce,geography,Hermanas Mirabal,month,Junio,41,,
4.6,divorce,geography,Hermanas Mirabal,month,Julio,16,,
4.6,divorce,geography,Hermanas Mirabal,month,Agosto,26,,
4.6,divorce,geography,Hermanas Mirabal,month,Septiembre,22,,
4.6,divorce,geography,Hermanas Mirabal,month,Octubre,8,,
4.6,divorce,geography,Hermanas Mirabal,month,Noviembre,43,,
4.6,divorce,geography,Hermanas Mirabal,month,Diciembre,18,,
4.6,divorce,geography,María Trinidad Sánchez,month,TOTAL,390,,
4.6,divorce,geography,María Trinidad Sánchez,month,Enero,55,,
4.6,divorce,geography,María Trinidad Sánchez,month,Febrero,32,,
4.6,divorce,geography,María Trinidad Sánchez,month,Marzo,28,,
4.6,divorce,geography,María Trinidad Sánchez,month,Abril,31,,
4.6,divorce,geography,María Trinidad Sánchez,month,Mayo,40,,
4.6,divorce,geography,María Trinidad Sánchez,month,Junio,31,,
4.6,divorce,geography,María Trinidad Sánchez,month,Julio,44,,
4.6,divorce,geography,María Trinidad Sánchez,month,Agosto,18,,
4.6,divorce,geography,María Trinidad Sánchez,month,Septiembre,29,,
4.6,divorce,geography,María Trinidad Sánchez,month,Octubre,29,,
4.6,divorce,geography,María Trinidad Sánchez,month,Noviembre,25,,
4.6,divorce,geography,María Trinidad Sánchez,month,Diciembre,28,,
4.6,divorce,geography,Duarte,month,TOTAL,984,,
4.6,divorce,geography,Duarte,month,Enero,107,,
4.6,divorce,geography,Duarte,month,Febrero,78,,
4.6,divorce,geography,Duarte,month,Marzo,69,,
4.6,divorce,geography,Duarte,month,Abril,78,,
4.6,divorce,geography,Duarte,month,Mayo,90,,
4.6,divorce,geography,Duarte,month,Junio,78,,
4.6,divorce,geography,Duarte,month,Julio,97,,
4.6,divorce,geography,Duarte,month,Agosto,97,,
4.6,divorce,geography,Duarte,month,Septiembre,84,,
4.6,divorce,geography,Duarte,month,Octubre,84,,
4.6,divorce,geography,Duarte,month,Noviembre,59,,
4.6,divorce,geography,Duarte,month,Diciembre,63,,
4.6,divorce,geography,Región Cibao Nordeste,month,TOTAL,1853,,
4.6,divorce,geography,Región Cibao Nordeste,month,Enero,206,,
4.6,divorce,geography,Región Cibao Nordeste,month,Febrero,144,,
4.6,divorce,geography,Región Cibao Nordeste,month,Marzo,139,,
4.6,divorce,geography,Región Cibao Nordeste,month,Abril,138,,
4.6,divorce,geography,Región Cibao Nordeste,month,Mayo,186,,
4.6,divorce,geography,Región Cibao Nordeste,month,Junio,162,,
4.6,divorce,geography,Región Cibao Nordeste,month,Julio,175,,
4.6,divorce,geography,Región Cibao Nordeste,month,Agosto,156,,
4.6,divorce,geography,Región Cibao Nordeste,month,Septiembre,157,,
4.6,divorce,geography,Región Cibao Nordeste,month,Octubre,134,,
4.6,divorce,geography,Región Cibao Nordeste,month,Noviembre,138,,
4.6,divorce,geography,Región Cibao Nordeste,month,Diciembre,118,,
4.6,divorce,geography,Monseñor Nouel,month,TOTAL,512,,
4.6,divorce,geography,Monseñor Nouel,month,Enero,45,,
4.6,divorce,geography,Monseñor Nouel,month,Febrero,47,,
4.6,divorce,geography,Monseñor Nouel,month,Marzo,40,,
4.6,divorce,geography,Monseñor Nouel,month,Abril,49,,
4.6,divorce,geography,Monseñor Nouel,month,Mayo,37,,
4.6,divorce,geography,Monseñor Nouel,month,Junio,41,,
4.6,divorce,geography,Monseñor Nouel,month,Julio,59,,
4.6,divorce,geography,Monseñor Nouel,month,Agosto,42,,
4.6,divorce,geography,Monseñor Nouel,month,Septiembre,41,,
4.6,divorce,geography,Monseñor Nouel,month,Octubre,36,,
4.6,divorce,geography,Monseñor Nouel,month,Noviembre,40,,
4.6,divorce,geography,Monseñor Nouel,month,Diciembre,35,,
4.6,divorce,geography,Sánchez Ramírez,month,TOTAL,397,,
4.6,divorce,geography,Sánchez Ramírez,month,Enero,29,,
4.6,divorce,geography,Sánchez Ramírez,month,Febrero,29,,
4.6,divorce,geography,Sánchez Ramírez,month,Marzo,37,,
4.6,divorce,geography,Sánchez Ramírez,month,Abril,32,,
4.6,divorce,geography,Sánchez Ramírez,month,Mayo,40,,
4.6,divorce,geography,Sánchez Ramírez,month,Junio,39,,
4.6,divorce,geography,Sánchez Ramírez,month,Julio,38,,
4.6,divorce,geography,Sánchez Ramírez,month,Agosto,32,,
4.6,divorce,geography,Sánchez Ramírez,month,Septiembre,29,,
4.6,divorce,geography,Sánchez Ramírez,month,Octubre,26,,
4.6,divorce,geography,Sánchez Ramírez,month,Noviembre,26,,
4.6,divorce,geography,Sánchez Ramírez,month,Diciembre,40,,
4.6,divorce,geography,La Vega,month,TOTAL,1647,,
4.6,divorce,geography,La Vega,month,Enero,181,,
4.6,divorce,geography,La Vega,month,Febrero,151,,
4.6,divorce,geography,La Vega,month,Marzo,131,,
4.6,divorce,geography,La Vega,month,Abril,137,,
4.6,divorce,geography,La Vega,month,Mayo,142,,
4.6,divorce,geography,La Vega,month,Junio,131,,
4.6,divorce,geography,La Vega,month,Julio,121,,
4.6,divorce,geography,La Vega,month,Agosto,142,,
4.6,divorce,geography,La Vega,month,Septiembre,162,,
4.6,divorce,geography,La Vega,month,Octubre,107,,
4.6,divorce,geography,La Vega,month,Noviembre,109,,
4.6,divorce,geography,La Vega,month,Diciembre,133,,
4.6,divorce,geography,Región Cibao Sur,month,TOTAL,2556,,
4.6,divorce,geography,Región Cibao Sur,month,Enero,255,,
4.6,divorce,geography,Región Cibao Sur,month,Febrero,227,,
4.6,divorce,geography,Región Cibao Sur,month,Marzo,208,,
4.6,divorce,geography,Región Cibao Sur,month,Abril,218,,
4.6,divorce,geography,Región Cibao Sur,month,Mayo,219,,
4.6,divorce,geography,Región Cibao Sur,month,Junio,211,,
4.6,divorce,geography,Región Cibao Sur,month,Julio,218,,
4.6,divorce,geography,Región Cibao Sur,month,Agosto,216,,
4.6,divorce,geography,Región Cibao Sur,month,Septiembre,232,,
4.6,divorce,geography,Región Cibao Sur,month,Octubre,169,,
4.6,divorce,geography,Región Cibao Sur,month,Noviembre,175,,
4.6,divorce,geography,Región Cibao Sur,month,Diciembre,208,,
4.6,divorce,geography,Santiago,month,TOTAL,4486,,
4.6,divorce,geography,Santiago,month,Enero,449,,
4.6,divorce,geography,Santiago,month,Febrero,377,,
4.6,divorce,geography,Santiago,month,Marzo,339,,
4.6,divorce,geography,Santiago,month,Abril,376,,
4.6,divorce,geography,Santiago,month,Mayo,420,,
4.6,divorce,geography,Santiago,month,Junio,398,,
4.6,divorce,geography,Santiago,month,Julio,379,,
4.6,divorce,geography,Santiago,month,Agosto,364,,
4.6,divorce,geography,Santiago,month,Septiembre,341,,
4.6,divorce,geography,Santiago,month,Octubre,403,,
4.6,divorce,geography,Santiago,month,Noviembre,317,,
4.6,divorce,geography,Santiago,month,Diciembre,323,,
4.6,divorce,geography,Puerto Plata,month,TOTAL,853,,
4.6,divorce,geography,Puerto Plata,month,Enero,84,,
4.6,divorce,geography,Puerto Plata,month,Febrero,88,,
4.6,divorce,geography,Puerto Plata,month,Marzo,71,,
4.6,divorce,geography,Puerto Plata,month,Abril,71,,
4.6,divorce,geography,Puerto Plata,month,Mayo,100,,
4.6,divorce,geography,Puerto Plata,month,Junio,77,,
4.6,divorce,geography,Puerto Plata,month,Julio,44,,
4.6,divorce,geography,Puerto Plata,month,Agosto,60,,
4.6,divorce,geography,Puerto Plata,month,Septiembre,78,,
4.6,divorce,geography,Puerto Plata,month,Octubre,63,,
4.6,divorce,geography,Puerto Plata,month,Noviembre,59,,
4.6,divorce,geography,Puerto Plata,month,Diciembre,58,,
4.6,divorce,geography,Espaillat,month,TOTAL,673,,
4.6,divorce,geography,Espaillat,month,Enero,53,,
4.6,divorce,geography,Espaillat,month,Febrero,50,,
4.6,divorce,geography,Espaillat,month,Marzo,55,,
4.6,divorce,geography,Espaillat,month,Abril,57,,
4.6,divorce,geography,Espaillat,month,Mayo,54,,
4.6,divorce,geography,Espaillat,month,Junio,57,,
4.6,divorce,geography,Espaillat,month,Julio,42,,
4.6,divorce,geography,Espaillat,month,Agosto,83,,
4.6,divorce,geography,Espaillat,month,Septiembre,71,,
4.6,divorce,geography,Espaillat,month,Octubre,50,,
4.6,divorce,geography,Espaillat,month,Noviembre,53,,
4.6,divorce,geography,Espaillat,month,Diciembre,48,,
4.6,divorce,geography,Región Cibao Norte,month,TOTAL,6012,,
4.6,divorce,geography,Región Cibao Norte,month,Enero,586,,
4.6,divorce,geography,Región Cibao Norte,month,Febrero,515,,
4.6,divorce,geography,Región Cibao Norte,month,Marzo,465,,
4.6,divorce,geography,Región Cibao Norte,month,Abril,504,,
4.6,divorce,geography,Región Cibao Norte,month,Mayo,574,,
4.6,divorce,geography,Región Cibao Norte,month,Junio,532,,
4.6,divorce,geography,Región Cibao Norte,month,Julio,465,,
4.6,divorce,geography,Región Cibao Norte,month,Agosto,507,,
4.6,divorce,geography,Región Cibao Norte,month,Septiembre,490,,
4.6,divorce,geography,Región Cibao Norte,month,Octubre,516,,
4.6,divorce,geography,Región Cibao Norte,month,Noviembre,429,,
4.6,divorce,geography,Región Cibao Norte,month,Diciembre,429,,
4.6,divorce,geography,Santo Domingo,month,TOTAL,1514,,
4.6,divorce,geography,Santo Domingo,month,Enero,128,,
4.6,divorce,geography,Santo Domingo,month,Febrero,143,,
4.6,divorce,geography,Santo Domingo,month,Marzo,107,,
4.6,divorce,geography,Santo Domingo,month,Abril,135,,
4.6,divorce,geography,Santo Domingo,month,Mayo,145,,
4.6,divorce,geography,Santo Domingo,month,Junio,115,,
4.6,divorce,geography,Santo Domingo,month,Julio,130,,
4.6,divorce,geography,Santo Domingo,month,Agosto,114,,
4.6,divorce,geography,Santo Domingo,month,Septiembre,160,,
4.6,divorce,geography,Santo Domingo,month,Octubre,108,,
4.6,divorce,geography,Santo Domingo,month,Noviembre,101,,
4.6,divorce,geography,Santo Domingo,month,Diciembre,128,,
4.6,divorce,geography,Distrito Nacional,month,TOTAL,6652,,
4.6,divorce,geography,Distrito Nacional,month,Enero,506,,
4.6,divorce,geography,Distrito Nacional,month,Febrero,562,,
4.6,divorce,geography,Distrito Nacional,month,Marzo,589,,
4.6,divorce,geography,Distrito Nacional,month,Abril,527,,
4.6,divorce,geography,Distrito Nacional,month,Mayo,631,,
4.6,divorce,geography,Distrito Nacional,month,Junio,599,,
4.6,divorce,geography,Distrito Nacional,month,Julio,543,,
4.6,divorce,geography,Distrito Nacional,month,Agosto,548,,
4.6,divorce,geography,Distrito Nacional,month,Septiembre,478,,
4.6,divorce,geography,Distrito Nacional,month,Octubre,539,,
4.6,divorce,geography,Distrito Nacional,month,Noviembre,562,,
4.6,divorce,geography,Distrito Nacional,month,Diciembre,568,,
4.6,divorce,geography,Región Ozama,month,TOTAL,8166,,
4.6,divorce,geography,Región Ozama,month,Enero,634,,
4.6,divorce,geography,Región Ozama,month,Febrero,705,,
4.6,divorce,geography,Región Ozama,month,Marzo,696,,
4.6,divorce,geography,Región Ozama,month,Abril,662,,
4.6,divorce,geography,Región Ozama,month,Mayo,776,,
4.6,divorce,geography,Región Ozama,month,Junio,714,,
4.6,divorce,geography,Región Ozama,month,Julio,673,,
4.6,divorce,geography,Región Ozama,month,Agosto,662,,
4.6,divorce,geography,Región Ozama,month,Septiembre,638,,
4.6,divorce,geography,Región Ozama,month,Octubre,647,,
4.6,divorce,geography,Región Ozama,month,Noviembre,663,,
4.6,divorce,geography,Región Ozama,month,Diciembre,696,,
4.6,divorce,geography,Total en el país,month,TOTAL,24711,,
4.6,divorce,geography,Total en el país,month,Enero,2175,,
4.6,divorce,geography,Total en el país,month,Febrero,2036,,
4.6,divorce,geography,Total en el país,month,Marzo,1991,,
4.6,divorce,geography,Total en el país,month,Abril,2036,,
4.6,divorce,geography,Total en el país,month,Mayo,2347,,
4.6,divorce,geography,Total en el país,month,Junio,2163,,
4.6,divorce,geography,Total en el país,month,Julio,2087,,
4.6,divorce,geography,Total en el país,month,Agosto,2038,,
4.6,divorce,geography,Total en el país,month,Septiembre,2043,,
4.6,divorce,geography,Total en el país,month,Octubre,1978,,
4.6,divorce,geography,Total en el país,month,Noviembre,1905,,
4.6,divorce,geography,Total en el país,month,Diciembre,1912,,
4.6,divorce,geography,Hato Mayor,month,TOTAL,167,,
4.6,divorce,geography,Hato Mayor,month,Enero,10,,
4.6,divorce,geography,Hato Mayor,month,Febrero,14,,
4.6,divorce,geography,Hato Mayor,month,Marzo,17,,
4.6,divorce,geography,Hato Mayor,month,Abril,21,,
4.6,divorce,geography,Hato Mayor,month,Mayo,12,,
4.6,divorce,geography,Hato Mayor,month,Junio,15,,
4.6,divorce,geography,Hato Mayor,month,Julio,20,,
4.6,divorce,geography,Hato Mayor,month,Agosto,9,,
4.6,divorce,geography,Hato Mayor,month,Septiembre,7,,
4.6,divorce,geography,Hato Mayor,month,Octubre,16,,
4.6,divorce,geography,Hato Mayor,month,Noviembre,14,,
4.6,divorce,geography,Hato Mayor,month,Diciembre,12,,
4.6,divorce,geography,Monte Plata,month,TOTAL,177,,
4.6,divorce,geography,Monte Plata,month,Enero,26,,
4.6,divorce,geography,Monte Plata,month,Febrero,14,,
4.6,divorce,geography,Monte Plata,month,Marzo,13,,
4.6,divorce,geography,Monte Plata,month,Abril,19,,
4.6,divorce,geography,Monte Plata,month,Mayo,11,,
4.6,divorce,geography,Monte Plata,month,Junio,13,,
4.6,divorce,geography,Monte Plata,month,Julio,7,,
4.6,divorce,geography,Monte Plata,month,Agosto,12,,
4.6,divorce,geography,Monte Plata,month,Septiembre,11,,
4.6,divorce,geography,Monte Plata,month,Octubre,15,,
4.6,divorce,geography,Monte Plata,month,Noviembre,24,,
4.6,divorce,geography,Monte Plata,month,Diciembre,12,,
4.6,divorce,geography,San Pedro de Macorís,month,TOTAL,793,,
4.6,divorce,geography,San Pedro de Macorís,month,Enero,73,,
4.6,divorce,geography,San Pedro de Macorís,month,Febrero,51,,
4.6,divorce,geography,San Pedro de Macorís,month,Marzo,55,,
4.6,divorce,geography,San Pedro de Macorís,month,Abril,81,,
4.6,divorce,geography,San Pedro de Macorís,month,Mayo,73,,
4.6,divorce,geography,San Pedro de Macorís,month,Junio,70,,
4.6,divorce,geography,San Pedro de Macorís,month,Julio,69,,
4.6,divorce,geography,San Pedro de Macorís,month,Agosto,65,,
4.6,divorce,geography,San Pedro de Macorís,month,Septiembre,66,,
4.6,divorce,geography,San Pedro de Macorís,month,Octubre,72,,
4.6,divorce,geography,San Pedro de Macorís,month,Noviembre,63,,
4.6,divorce,geography,San Pedro de Macorís,month,Diciembre,55,,
4.6,divorce,geography,Región Higuamo,month,TOTAL,1137,,
4.6,divorce,geography,Región Higuamo,month,Enero,109,,
4.6,divorce,geography,Región Higuamo,month,Febrero,79,,
4.6,divorce,geography,Región Higuamo,month,Marzo,85,,
4.6,divorce,geography,Región Higuamo,month,Abril,121,,
4.6,divorce,geography,Región Higuamo,month,Mayo,96,,
4.6,divorce,geography,Región Higuamo,month,Junio,98,,
4.6,divorce,geography,Región Higuamo,month,Julio,96,,
4.6,divorce,geography,Región Higuamo,month,Agosto,86,,
4.6,divorce,geography,Región Higuamo,month,Septiembre,84,,
4.6,divorce,geography,Región Higuamo,month,Octubre,103,,
4.6,divorce,geography,Región Higuamo,month,Noviembre,101,,
4.6,divorce,geography,Región Higuamo,month,Diciembre,79,,
4.6,divorce,geography,La Romana,month,TOTAL,588,,
4.6,divorce,geography,La Romana,month,Enero,54,,
4.6,divorce,geography,La Romana,month,Febrero,48,,
4.6,divorce,geography,La Romana,month,Marzo,54,,
4.6,divorce,geography,La Romana,month,Abril,52,,
4.6,divorce,geography,La Romana,month,Mayo,58,,
4.6,divorce,geography,La Romana,month,Junio,50,,
4.6,divorce,geography,La Romana,month,Julio,59,,
4.6,divorce,geography,La Romana,month,Agosto,37,,
4.6,divorce,geography,La Romana,month,Septiembre,43,,
4.6,divorce,geography,La Romana,month,Octubre,50,,
4.6,divorce,geography,La Romana,month,Noviembre,44,,
4.6,divorce,geography,La Romana,month,Diciembre,39,,
4.6,divorce,geography,La Altagracia,month,TOTAL,605,,
4.6,divorce,geography,La Altagracia,month,Enero,43,,
4.6,divorce,geography,La Altagracia,month,Febrero,61,,
4.6,divorce,geography,La Altagracia,month,Marzo,57,,
4.6,divorce,geography,La Altagracia,month,Abril,61,,
4.6,divorce,geography,La Altagracia,month,Mayo,56,,
4.6,divorce,geography,La Altagracia,month,Junio,48,,
4.6,divorce,geography,La Altagracia,month,Julio,47,,
4.6,divorce,geography,La Altagracia,month,Agosto,29,,
4.6,divorce,geography,La Altagracia,month,Septiembre,53,,
4.6,divorce,geography,La Altagracia,month,Octubre,55,,
4.6,divorce,geography,La Altagracia,month,Noviembre,47,,
4.6,divorce,geography,La Altagracia,month,Diciembre,48,,
4.6,divorce,geography,El Seibo,month,TOTAL,111,,
4.6,divorce,geography,El Seibo,month,Enero,10,,
4.6,divorce,geography,El Seibo,month,Febrero,13,,
4.6,divorce,geography,El Seibo,month,Marzo,5,,
4.6,divorce,geography,El Seibo,month,Abril,8,,
4.6,divorce,geography,El Seibo,month,Mayo,4,,
4.6,divorce,geography,El Seibo,month,Junio,18,,
4.6,divorce,geography,El Seibo,month,Julio,11,,
4.6,divorce,geography,El Seibo,month,Agosto,15,,
4.6,divorce,geography,El Seibo,month,Septiembre,11,,
4.6,divorce,geography,El Seibo,month,Octubre,5,,
4.6,divorce,geography,El Seibo,month,Noviembre,3,,
4.6,divorce,geography,El Seibo,month,Diciembre,8,,
4.6,divorce,geography,Región Yuma,month,TOTAL,1304,,
4.6,divorce,geography,Región Yuma,month,Enero,107,,
4.6,divorce,geography,Región Yuma,month,Febrero,122,,
4.6,divorce,geography,Región Yuma,month,Marzo,116,,
4.6,divorce,geography,Región Yuma,month,Abril,121,,
4.6,divorce,geography,Región Yuma,month,Mayo,118,,
4.6,divorce,geography,Región Yuma,month,Junio,116,,
4.6,divorce,geography,Región Yuma,month,Julio,117,,
4.6,divorce,geography,Región Yuma,month,Agosto,81,,
4.6,divorce,geography,Región Yuma,month,Septiembre,107,,
4.6,divorce,geography,Región Yuma,month,Octubre,110,,
4.6,divorce,geography,Región Yuma,month,Noviembre,94,,
4.6,divorce,geography,Región Yuma,month,Diciembre,95,,
4.6,divorce,geography,San Juan,month,TOTAL,138,,
4.6,divorce,geography,San Juan,month,Enero,15,,
4.6,divorce,geography,San Juan,month,Febrero,12,,
4.6,divorce,geography,San Juan,month,Marzo,13,,
4.6,divorce,geography,San Juan,month,Abril,10,,
4.6,divorce,geography,San Juan,month,Mayo,11,,
4.6,divorce,geography,San Juan,month,Junio,8,,
4.6,divorce,geography,San Juan,month,Julio,7,,
4.6,divorce,geography,San Juan,month,Agosto,10,,
4.6,divorce,geography,San Juan,month,Septiembre,9,,
4.6,divorce,geography,San Juan,month,Octubre,14,,
4.6,divorce,geography,San Juan,month,Noviembre,17,,
4.6,divorce,geography,San Juan,month,Diciembre,12,,
4.6,divorce,geography,Elías Piña,month,TOTAL,11,,
4.6,divorce,geography,Elías Piña,month,Enero,1,,
4.6,divorce,geography,Elías Piña,month,Febrero,0,,
4.6,divorce,geography,Elías Piña,month,Marzo,1,,
4.6,divorce,geography,Elías Piña,month,Abril,2,,
4.6,divorce,geography,Elías Piña,month,Mayo,0,,
4.6,divorce,geography,Elías Piña,month,Junio,1,,
4.6,divorce,geography,Elías Piña,month,Julio,0,,
4.6,divorce,geography,Elías Piña,month,Agosto,3,,
4.6,divorce,geography,Elías Piña,month,Septiembre,0,,
4.6,divorce,geography,Elías Piña,month,Octubre,0,,
4.6,divorce,geography,Elías Piña,month,Noviembre,1,,
4.6,divorce,geography,Elías Piña,month,Diciembre,2,,
4.6,divorce,geography,Azua,month,TOTAL,415,,
4.6,divorce,geography,Azua,month,Enero,27,,
4.6,divorce,geography,Azua,month,Febrero,35,,
4.6,divorce,geography,Azua,month,Marzo,25,,
4.6,divorce,geography,Azua,month,Abril,33,,
4.6,divorce,geography,Azua,month,Mayo,48,,
4.6,divorce,geography,Azua,month,Junio,49,,
4.6,divorce,geography,Azua,month,Julio,36,,
4.6,divorce,geography,Azua,month,Agosto,29,,
4.6,divorce,geography,Azua,month,Septiembre,37,,
4.6,divorce,geography,Azua,month,Octubre,26,,
4.6,divorce,geography,Azua,month,Noviembre,42,,
4.6,divorce,geography,Azua,month,Diciembre,28,,
4.6,divorce,geography,Región El Valle,month,TOTAL,564,,
4.6,divorce,geography,Región El Valle,month,Enero,43,,
4.6,divorce,geography,Región El Valle,month,Febrero,47,,
4.6,divorce,geography,Región El Valle,month,Marzo,39,,
4.6,divorce,geography,Región El Valle,month,Abril,45,,
4.6,divorce,geography,Región El Valle,month,Mayo,59,,
4.6,divorce,geography,Región El Valle,month,Junio,58,,
4.6,divorce,geography,Región El Valle,month,Julio,43,,
4.6,divorce,geography,Región El Valle,month,Agosto,42,,
4.6,divorce,geography,Región El Valle,month,Septiembre,46,,
4.6,divorce,geography,Región El Valle,month,Octubre,40,,
4.6,divorce,geography,Región El Valle,month,Noviembre,60,,
4.6,divorce,geography,Región El Valle,month,Diciembre,42,,
4.6,divorce,geography,Pedernales,month,TOTAL,32,,
4.6,divorce,geography,Pedernales,month,Enero,3,,
4.6,divorce,geography,Pedernales,month,Febrero,1,,
4.6,divorce,geography,Pedernales,month,Marzo,3,,
4.6,divorce,geography,Pedernales,month,Abril,2,,
4.6,divorce,geography,Pedernales,month,Mayo,4,,
4.6,divorce,geography,Pedernales,month,Junio,2,,
4.6,divorce,geography,Pedernales,month,Julio,2,,
4.6,divorce,geography,Pedernales,month,Agosto,2,,
4.6,divorce,geography,Pedernales,month,Septiembre,2,,
4.6,divorce,geography,Pedernales,month,Octubre,6,,
