cuadro,indicator,source_note,partner_specific,section,label,year,measure,value
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,El Valle,2017,count,2.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,El Valle,2018,count,1.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Yuma,,count_total,83.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Yuma,2009,count,4.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Yuma,2010,count,5.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Yuma,2011,count,14.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Yuma,2012,count,7.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Yuma,2013,count,8.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Yuma,2014,count,13.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Yuma,2015,count,8.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Yuma,2016,count,9.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Yuma,2017,count,8.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Yuma,2018,count,7.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Higuamo,,count_total,56.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Higuamo,2009,count,2.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Higuamo,2010,count,5.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Higuamo,2011,count,6.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Higuamo,2012,count,7.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Higuamo,2013,count,9.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Higuamo,2014,count,8.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Higuamo,2015,count,6.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Higuamo,2016,count,3.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Higuamo,2017,count,5.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Higuamo,2018,count,5.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Ozama o Metropolitana,,count_total,275.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Ozama o Metropolitana,2009,count,30.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Ozama o Metropolitana,2010,count,32.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Ozama o Metropolitana,2011,count,38.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Ozama o Metropolitana,2012,count,31.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Ozama o Metropolitana,2013,count,21.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Ozama o Metropolitana,2014,count,25.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Ozama o Metropolitana,2015,count,28.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Ozama o Metropolitana,2016,count,19.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Ozama o Metropolitana,2017,count,30.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Ozama o Metropolitana,2018,count,21.0
