cuadro,indicator,source_note,partner_specific,section,label,year,measure,value
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Valdesia,2014,count,18.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Valdesia,2015,count,20.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Valdesia,2016,count,16.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Valdesia,2017,count,23.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Valdesia,2018,count,16.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Enriquillo,,count_total,76.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Enriquillo,2009,count,10.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Enriquillo,2010,count,6.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Enriquillo,2011,count,11.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Enriquillo,2012,count,6.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Enriquillo,2013,count,7.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Enriquillo,2014,count,8.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Enriquillo,2015,count,4.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Enriquillo,2016,count,6.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Enriquillo,2017,count,7.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Enriquillo,2018,count,11.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,El Valle,,count_total,55.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,El Valle,2009,count,4.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,El Valle,2010,count,7.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,El Valle,2011,count,7.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,El Valle,2012,count,6.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,El Valle,2013,count,2.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,El Valle,2014,count,6.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,El Valle,2015,count,6.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,El Valle,2016,count,7.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,El Valle,2017,count,8.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,El Valle,2018,count,2.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Yuma,,count_total,168.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Yuma,2009,count,10.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Yuma,2010,count,16.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Yuma,2011,count,26.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Yuma,2012,count,14.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Yuma,2013,count,11.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Yuma,2014,count,19.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Yuma,2015,count,15.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Yuma,2016,count,14.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Yuma,2017,count,25.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Yuma,2018,count,18.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Higuamo,,count_total,116.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Higuamo,2009,count,10.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Higuamo,2010,count,15.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Higuamo,2011,count,13.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Higuamo,2012,count,11.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Higuamo,2013,count,16.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Higuamo,2014,count,16.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Higuamo,2015,count,10.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Higuamo,2016,count,5.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Higuamo,2017,count,11.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Higuamo,2018,count,9.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Ozama o Metropolitana,,count_total,600.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Ozama o Metropolitana,2009,count,75.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Ozama o Metropolitana,2010,count,62.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Ozama o Metropolitana,2011,count,81.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Ozama o Metropolitana,2012,count,71.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Ozama o Metropolitana,2013,count,57.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Ozama o Metropolitana,2014,count,49.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Ozama o Metropolitana,2015,count,47.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Ozama o Metropolitana,2016,count,46.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Ozama o Metropolitana,2017,count,61.0
21,Número de mujeres fallecidas en condiciones de violencia.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,0,region,Ozama o Metropolitana,2018,count,51.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,,Total,,count_total,930.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,,Total,2009,count,79.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,,Total,2010,count,93.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,,Total,2011,count,123.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,,Total,2012,count,97.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,,Total,2013,count,74.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,,Total,2014,count,102.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,,Total,2015,count,89.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,,Total,2016,count,87.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,,Total,2017,count,104.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,,Total,2018,count,82.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,,"Esposo, pareja, amante, novio",,count_total,626.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,,"Esposo, pareja, amante, novio",2009,count,61.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,,"Esposo, pareja, amante, novio",2010,count,67.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,,"Esposo, pareja, amante, novio",2011,count,83.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,,"Esposo, pareja, amante, novio",2012,count,63.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,,"Esposo, pareja, amante, novio",2013,count,38.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,,"Esposo, pareja, amante, novio",2014,count,64.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,,"Esposo, pareja, amante, novio",2015,count,49.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,,"Esposo, pareja, amante, novio",2016,count,67.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,,"Esposo, pareja, amante, novio",2017,count,74.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,,"Esposo, pareja, amante, novio",2018,count,60.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,,"Ex-esposo, ex-pareja, ex- amante, ex-novio",,count_total,304.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,,"Ex-esposo, ex-pareja, ex- amante, ex-novio",2009,count,18.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,,"Ex-esposo, ex-pareja, ex- amante, ex-novio",2010,count,26.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,,"Ex-esposo, ex-pareja, ex- amante, ex-novio",2011,count,40.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,,"Ex-esposo, ex-pareja, ex- amante, ex-novio",2012,count,34.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,,"Ex-esposo, ex-pareja, ex- amante, ex-novio",2013,count,36.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,,"Ex-esposo, ex-pareja, ex- amante, ex-novio",2014,count,42.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,,"Ex-esposo, ex-pareja, ex- amante, ex-novio",2015,count,38.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,,"Ex-esposo, ex-pareja, ex- amante, ex-novio",2016,count,20.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,,"Ex-esposo, ex-pareja, ex- amante, ex-novio",2017,count,28.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,,"Ex-esposo, ex-pareja, ex- amante, ex-novio",2018,count,22.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Norte,,count_total,157.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Norte,2009,count,12.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Norte,2010,count,13.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Norte,2011,count,19.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Norte,2012,count,14.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Norte,2013,count,13.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Norte,2014,count,21.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Norte,2015,count,16.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Norte,2016,count,19.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Norte,2017,count,15.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Norte,2018,count,15.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Sur,,count_total,75.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Sur,2009,count,6.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Sur,2010,count,6.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Sur,2011,count,8.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Sur,2012,count,11.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Sur,2013,count,3.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Sur,2014,count,4.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Sur,2015,count,7.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Sur,2016,count,10.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Sur,2017,count,12.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Sur,2018,count,8.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Nordeste,,count_total,74.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Nordeste,2009,count,10.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Nordeste,2010,count,8.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Nordeste,2011,count,5.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Nordeste,2012,count,6.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Nordeste,2013,count,9.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Nordeste,2014,count,10.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Nordeste,2015,count,3.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Nordeste,2016,count,8.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Nordeste,2017,count,8.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Nordeste,2018,count,7.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Noroeste,,count_total,49.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Noroeste,2009,count,4.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Noroeste,2010,count,5.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Noroeste,2011,count,6.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Noroeste,2012,count,8.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Noroeste,2013,count,2.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Noroeste,2014,count,6.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Noroeste,2015,count,5.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Noroeste,2016,count,3.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Noroeste,2017,count,5.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Cibao Noroeste,2018,count,5.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Valdesia,,count_total,104.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Valdesia,2009,count,7.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Valdesia,2010,count,15.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Valdesia,2011,count,16.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Valdesia,2012,count,9.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Valdesia,2013,count,5.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Valdesia,2014,count,10.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Valdesia,2015,count,9.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Valdesia,2016,count,9.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Valdesia,2017,count,15.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Valdesia,2018,count,9.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Enriquillo,,count_total,28.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Enriquillo,2009,count,3.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Enriquillo,2010,count,3.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Enriquillo,2011,count,7.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Enriquillo,2012,count,0.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Enriquillo,2013,count,3.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Enriquillo,2014,count,2.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Enriquillo,2015,count,2.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Enriquillo,2016,count,2.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Enriquillo,2017,count,2.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,Enriquillo,2018,count,4.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,El Valle,,count_total,24.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,El Valle,2009,count,1.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,El Valle,2010,count,1.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,El Valle,2011,count,4.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,El Valle,2012,count,4.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,El Valle,2013,count,1.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,El Valle,2014,count,3.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,El Valle,2015,count,2.0
22,Número de mujeres víctimas de feminicidio íntimo.,Registros administrativos de la Oficina de Estadísticas y Cartografía de la Policía Nacional,1,region,El Valle,2016,count,5.0
